existing_url,current_title,current_h1,primary_intent,target_query,indexable,canonical,incoming_links,outgoing_links,action,http_status,description_length,official_source_count,verified_date,candidate_numbers,candidate_queries
/life/emergency/disaster-mail-line/,災害の知らせを取りこぼさないよう、静岡県森町LINE公式アカウント・ちゃっとメールで平常時から備える。,災害の知らせを取りこぼさないよう、森町LINE公式アカウント・ちゃっとメールで平常時から備える。,災害情報の受け取り方を設定する,森町 防災 LINE メール,True,https://morimachi.enshu-lifehack.com/life/emergency/disaster-mail-line/,20,14,UPDATE,200,107,1,2026-07-04,171,森町 防災 無線
/life/emergency/earthquake/,地震・津波の備えを、静岡県森町の補助制度を使いながら今日できることから一つずつ。 | 森町ライフハック,地震・津波の備えを、森町の補助制度を使いながら今日できることから一つずつ。,地震・津波に備える,森町 地震 備え,True,https://morimachi.enshu-lifehack.com/life/emergency/earthquake/,22,15,KEEP,200,106,2,2026-07-04,,
/life/emergency/evacuation-centers/,いざというとき、どこへ避難するかを静岡県森町のハザードマップと指定避難所で今のうちに決めておく。 | 森町ライフハック,いざというとき、どこへ避難するかを森町のハザードマップと指定避難所で今のうちに決めておく。,指定避難所の場所を確認する,森町 避難所,True,https://morimachi.enshu-lifehack.com/life/emergency/evacuation-centers/,22,15,KEEP,200,95,1,2026-07-04,162,森町 避難所
/life/emergency/evacuation-hazard-map/,静岡県森町のハザードマップ｜洪水・土砂災害・避難所を確認 | 森町ライフハック,森町のハザードマップ｜洪水・土砂災害・避難所を確認,いつ・どこへ逃げるかを決めておく,森町 ハザードマップ 避難,True,https://morimachi.enshu-lifehack.com/life/emergency/evacuation-hazard-map/,46,23,UPDATE,200,56,2,2026-08-06,161 / 163 / 164,森町 ハザードマップ / 森町 洪水 / 森町 土砂災害
/life/emergency/fire-ambulance/,火事のとき、急病のとき。まず119番。静岡県森町は袋井消防本部が管轄。 | 森町ライフハック,火事のとき、急病のとき。まず119番。森町は袋井消防本部が管轄。,火事・急病のときの119番と管轄を知る,森町 消防 救急 119,True,https://morimachi.enshu-lifehack.com/life/emergency/fire-ambulance/,23,15,KEEP,200,93,2,2026-07-03,,
/life/emergency/pet-disaster-prevention/,ペットと一緒に逃げる。そのための備えを、災害が来る前に整える。 | 静岡県森町ライフハック,ペットと一緒に逃げる。そのための備えを、災害が来る前に整える。,ペットと一緒に避難する備えをする,森町 ペット 同行避難,True,https://morimachi.enshu-lifehack.com/life/emergency/pet-disaster-prevention/,6,15,KEEP,200,107,4,2026-07-04,,
/life/emergency/road-river-info/,大雨・台風のとき、道路の通行止めと川の水位を静岡県のシステムで今すぐ確かめる。 | 森町ライフハック,大雨・台風のとき、道路の通行止めと川の水位を静岡県のシステムで今すぐ確かめる。,道路の通行止めと川の水位を今すぐ確かめる,森町 通行止め 川 水位,True,https://morimachi.enshu-lifehack.com/life/emergency/road-river-info/,11,15,UPDATE,200,87,1,2026-07-04,165 / 166,森町 大雨 道路 / 森町 河川 水位
/life/end-of-life/,🕊️ 人生の終わり（静岡県森町版） | 森町ライフハック,🕊️ 人生の終わり（森町版）,おくやみ・相続・空き家の手続きを一覧で把握する,森町 おくやみ 相続,True,https://morimachi.enshu-lifehack.com/life/end-of-life/,20,12,KEEP,200,114,2,2026-08-06,,
/life/end-of-life/bereavement/,静岡県森町で家族が亡くなったら｜期限順にやることを整理する | 森町ライフハック,森町で家族が亡くなったら、期限の早い手続きから順に進める,家族が亡くなった後の手続きを期限順に進める,森町 死亡届 おくやみ,True,https://morimachi.enshu-lifehack.com/life/end-of-life/bereavement/,24,14,UPDATE,200,91,3,2026-07-04,31 / 32 / 33 / 34,森町 家族 死亡 手続き / 森町 死亡届 / 森町 おくやみ 手続き / 森町 世帯主 死亡
/life/end-of-life/grave-memorial/,お墓・供養は、改葬許可の手続きと墓地の確認先を分けて進める | 静岡県森町ライフハック,お墓・供養は、改葬許可の手続きと墓地の確認先を分けて進める,お墓・供養・改葬の進め方を知る,森町 改葬許可 墓,True,https://morimachi.enshu-lifehack.com/life/end-of-life/grave-memorial/,9,13,KEEP,200,110,3,,,
/life/end-of-life/inheritance/,相続は、静岡県森町の固定資産税・戸籍手続きと家族で決めることを分けて進める | 森町ライフハック,相続は、森町の固定資産税・戸籍手続きと家族で決めることを分けて進める,相続で何をいつまでにやるか整理する,森町 相続 手続き,True,https://morimachi.enshu-lifehack.com/life/end-of-life/inheritance/,22,13,UPDATE,200,127,2,2026-07-04,17 / 21 / 22 / 24 / 25 / 27 / 28 / 29 / 30 / 35 / 39 / 46 / 47 / 49 / 52 / 58,森町 空き家 名義変更 / 森町 相続登記 / 森町 土地 相続 / 森町 相続 手続き / 森町 相続 必要書類 / 森町 相続人 調べ方 / 森町 遺産分割協議 / 森町 相続 放棄 / 森町 相続 戸籍 / 森町 死亡後 名義変更 / 森町 相続 山林 / 森町 田んぼ 相続 / 森町 畑 相続 / 森町 土地 名義変更 / 森町 山林 相続 / 森町 不動産 相続
/life/end-of-life/inherited-house/,静岡県森町の親の家をどうするか｜使う・貸す・売る・解体の決め方 | 森町ライフハック,森町で相続した親の家を、使う・貸す・売る・解体するのどれにするか決める,相続した親の家を使う・貸す・売る・解体するを決める,親の家 相続 どうする,True,https://morimachi.enshu-lifehack.com/life/end-of-life/inherited-house/,26,19,UPDATE,200,90,3,2026-07-04,1 / 2 / 6 / 20 / 23 / 36 / 37 / 59 / 80,森町 空き家 相続 / 森町 実家 相続 / 森町 空き家 補助金 / 森町 親の家 どうする / 森町 家 相続 / 森町 相続空き家 3000万円控除 / 森町 被相続人居住用家屋等確認書 / 森町 空き地 管理 / 森町 介護 空き家
/life/end-of-life/pension-inheritance/,年金の手続きは、国民健康保険と国民年金の窓口を分けて確認する | 静岡県森町ライフハック,年金の手続きは、国民健康保険と国民年金の窓口を分けて確認する,亡くなった後の年金・保険の手続きをする,森町 死亡 年金 手続き,True,https://morimachi.enshu-lifehack.com/life/end-of-life/pension-inheritance/,16,12,KEEP,200,130,2,2026-07-04,,
/life/end-of-life/property-tax-inheritance/,固定資産税の相続は、静岡県森町税務課への相続人代表者指定届を先に確認する | 森町ライフハック,固定資産税の相続は、森町税務課への相続人代表者指定届を先に確認する,相続した不動産の固定資産税の手続きをする,森町 固定資産税 相続人代表者,True,https://morimachi.enshu-lifehack.com/life/end-of-life/property-tax-inheritance/,9,12,UPDATE,200,114,3,2026-07-04,9 / 26 / 140,森町 空き家 固定資産税 / 森町 相続 固定資産税 / 森町 固定資産税 相続
/life/family-grow/,👶 家族が増える | 静岡県森町ライフハック,👶 家族が増える,結婚・妊娠・出産・子育ての手続きを一覧で把握する,森町 子育て 手続き,True,https://morimachi.enshu-lifehack.com/life/family-grow/,27,18,KEEP,200,132,1,2026-07-04,,
/life/family-grow/child-allowance/,静岡県森町の児童手当｜申請期限・支給額・必要書類 | 森町ライフハック,森町の児童手当｜申請期限・支給額・必要書類,児童手当とこども医療費助成を期限内に申請する,森町 児童手当,True,https://morimachi.enshu-lifehack.com/life/family-grow/child-allowance/,48,22,UPDATE,200,59,1,2026-08-06,141 / 142,森町 児童手当 / 森町 こども医療費
/life/family-grow/child-vaccination/,子どもの予防接種は、母子健康手帳と予診票をそろえて医療機関で受ける。 | 静岡県森町ライフハック,子どもの予防接種は、母子健康手帳と予診票をそろえて医療機関で受ける。,子どもの予防接種を受ける,森町 予防接種 子ども,True,https://morimachi.enshu-lifehack.com/life/family-grow/child-vaccination/,31,15,KEEP,200,95,1,2026-07-04,155,森町 予防接種 子ども
/life/family-grow/childbirth/,赤ちゃんが生まれたら、出生届・児童手当・新生児出生通知をまとめて進める。 | 静岡県森町ライフハック,赤ちゃんが生まれたら、出生届・児童手当・新生児出生通知をまとめて進める。,出生届と出産後の手続きをまとめて進める,森町 出生届,True,https://morimachi.enshu-lifehack.com/life/family-grow/childbirth/,33,16,KEEP,200,101,1,2026-07-04,143 / 159,森町 出生届 / 森町 出産 手続き
/life/family-grow/developmental-support/,子どもの発達が気になったら、子ども相談・親子療育教室・ことばの教室から選ぶ。 | 静岡県森町ライフハック,子どもの発達が気になったら、子ども相談・親子療育教室・ことばの教室から選ぶ。,子どもの発達の心配を相談する,森町 発達相談,True,https://morimachi.enshu-lifehack.com/life/family-grow/developmental-support/,28,16,KEEP,200,110,1,2026-07-04,,
/life/family-grow/infant-health-check/,乳幼児健診の案内を見落とさず、1か月・4か月・10か月・1歳6か月・3歳児で確認する。 | 静岡県森町ライフハック,乳幼児健診の案内を見落とさず、1か月・4か月・10か月・1歳6か月・3歳児で確認する。,乳幼児健診の時期と会場を確認する,森町 乳幼児健診,True,https://morimachi.enshu-lifehack.com/life/family-grow/infant-health-check/,29,15,KEEP,200,96,2,2026-07-04,156,森町 乳幼児健診
/life/family-grow/marriage/,婚姻届を出す日と、結婚新生活支援補助金など結婚後の手続きを先に整理する。 | 静岡県森町ライフハック,婚姻届を出す日と、結婚新生活支援補助金など結婚後の手続きを先に整理する。,婚姻届の提出と結婚後の手続きを進める,森町 婚姻届,True,https://morimachi.enshu-lifehack.com/life/family-grow/marriage/,31,16,KEEP,200,102,2,2026-07-04,,
/life/family-grow/nursery-childcare/,保育園の入所申込みと病児・病後児保育を、必要なタイミングから確認する。 | 静岡県森町ライフハック,保育園の入所申込みと病児・病後児保育を、必要なタイミングから確認する。,保育園の入所申込みと病児保育を利用する,森町 保育園 申込み,True,https://morimachi.enshu-lifehack.com/life/family-grow/nursery-childcare/,21,16,KEEP,200,94,2,2026-07-04,148,森町 保育園 申込み
/life/family-grow/nursery-school/,静岡県森町の保育園・幼稚園｜空き状況・申込み・施設一覧 | 森町ライフハック,森町の保育園・幼稚園｜空き状況・申込み・施設一覧,幼稚園・保育園の選び方を知る,森町 保育園 空き状況,True,https://morimachi.enshu-lifehack.com/life/family-grow/nursery-school/,28,22,UPDATE,200,60,1,2026-08-06,146 / 147 / 149,森町 保育園 / 森町 保育園 空き / 森町 幼稚園
/life/family-grow/parenting-support/,子育てで迷ったら、こども家庭センターと児童館・子育て応援アプリを使い分ける。 | 静岡県森町ライフハック,子育てで迷ったら、こども家庭センターと児童館・子育て応援アプリを使い分ける。,子育ての悩みを相談できる場所を見つける,森町 子育て相談,True,https://morimachi.enshu-lifehack.com/life/family-grow/parenting-support/,18,15,KEEP,200,90,3,2026-07-04,158,森町 子育て 支援
/life/family-grow/pregnancy/,妊娠がわかったら、まず妊娠届を出して母子健康手帳を受け取る。 | 静岡県森町ライフハック,妊娠がわかったら、まず妊娠届を出して母子健康手帳を受け取る。,妊娠届を出して母子健康手帳を受け取る,森町 妊娠届 母子手帳,True,https://morimachi.enshu-lifehack.com/life/family-grow/pregnancy/,12,16,UPDATE,200,88,1,2026-07-04,144 / 145,森町 妊娠届 / 森町 母子手帳
/life/family-grow/single-parent-support/,ひとり親家庭の児童扶養手当・医療費助成を、最初に見る順番で整理する。 | 静岡県森町ライフハック,ひとり親家庭の児童扶養手当・医療費助成を、最初に見る順番で整理する。,ひとり親家庭の手当と助成を受ける,森町 児童扶養手当,True,https://morimachi.enshu-lifehack.com/life/family-grow/single-parent-support/,5,16,UPDATE,200,92,2,2026-07-04,157,森町 ひとり親 支援
/life/health-medical/,🏥 健康・医療（静岡県森町版トップ） | 森町ライフハック,🏥 健康・医療（森町版トップ）,医療・検診・障がい福祉の情報を一覧で把握する,森町 医療,True,https://morimachi.enshu-lifehack.com/life/health-medical/,25,17,KEEP,200,113,2,2026-08-06,,
/life/health-medical/adult-vaccination/,静岡県森町のおとなの予防接種は、対象年齢と接種時期・自己負担額を先に確認する | 森町ライフハック,森町のおとなの予防接種は、対象年齢と接種時期・自己負担額を先に確認する,おとなの予防接種の対象と費用を確認する,森町 高齢者 予防接種,True,https://morimachi.enshu-lifehack.com/life/health-medical/adult-vaccination/,25,16,KEEP,200,125,2,2026-07-04,,
/life/health-medical/cancer-specific-checkups/,静岡県森町のがん検診と患者支援制度は、対象と時期を分けて確認する | 森町ライフハック,森町のがん検診と患者支援制度は、対象と時期を分けて確認する,がん検診の対象と時期を確認する,森町 がん検診,True,https://morimachi.enshu-lifehack.com/life/health-medical/cancer-specific-checkups/,25,16,KEEP,200,106,2,2026-07-04,,
/life/health-medical/dental-care/,静岡県森町の歯科・口の健康は、歯周病検診と町内の歯科医院を分けて確認する | 森町ライフハック,森町の歯科・口の健康は、歯周病検診と町内の歯科医院を分けて確認する,歯科検診と町内の歯科医院を確認する,森町 歯科 歯周病検診,True,https://morimachi.enshu-lifehack.com/life/health-medical/dental-care/,24,15,KEEP,200,117,2,2026-07-04,,
/life/health-medical/disability-welfare/,静岡県森町の障がい者手帳・福祉は、手帳の種類と申請窓口を分けて確認する | 森町ライフハック,森町の障がい者手帳・福祉は、手帳の種類と申請窓口を分けて確認する,障がい者手帳の取得と福祉サービスを利用する,森町 障害者手帳,True,https://morimachi.enshu-lifehack.com/life/health-medical/disability-welfare/,54,15,UPDATE,200,98,1,2026-07-04,,
/life/health-medical/find-hospitals/,静岡県森町で医療機関を探すときは、公立森町病院と町内診療所・広域の医療情報ネットを分けて確認する | 森町ライフハック,森町で医療機関を探すときは、公立森町病院と町内診療所・広域の医療情報ネットを分けて確認する,森町とその周辺で医療機関を探す,森町 病院 診療所,True,https://morimachi.enshu-lifehack.com/life/health-medical/find-hospitals/,26,16,KEEP,200,128,2,2026-07-03,,
/life/health-medical/health-checkups/,静岡県森町の健康診断とがん検診は、総合検診・特定健診の受診券と対象条件を先に確認する | 森町ライフハック,森町の健康診断とがん検診は、総合検診・特定健診の受診券と対象条件を先に確認する,受けられる健診・検診を選ぶ,森町 健康診断 検診,True,https://morimachi.enshu-lifehack.com/life/health-medical/health-checkups/,25,16,KEEP,200,125,2,2026-07-04,,
/life/health-medical/health-promotion/,静岡県森町の健康づくりは、生活習慣相談と健診・健康マイレージ事業を先に整理する | 森町ライフハック,森町の健康づくりは、生活習慣相談と健診・健康マイレージ事業を先に整理する,健康づくりの取り組みに参加する,森町 健康マイレージ,True,https://morimachi.enshu-lifehack.com/life/health-medical/health-promotion/,24,15,KEEP,200,98,2,2026-07-04,,
/life/health-medical/mental-health-consulting/,静岡県森町のこころの相談は、町の健康相談と県の心の電話・精神科救急ダイヤルを分けて確認する | 森町ライフハック,森町のこころの相談は、町の健康相談と県の心の電話・精神科救急ダイヤルを分けて確認する,こころの不調を相談する,森町 こころの相談,True,https://morimachi.enshu-lifehack.com/life/health-medical/mental-health-consulting/,4,15,KEEP,200,89,1,2026-07-04,,
/life/health-medical/night-holiday-medical/,静岡県森町の夜間・休日の急患｜緊急度と時間帯で受診先を決める | 森町ライフハック,森町で夜間・休日に具合が悪くなったら、緊急度と時間帯で行き先を決める,夜間・休日に具合が悪くなったときの受診先を決める,森町 夜間 休日 救急,True,https://morimachi.enshu-lifehack.com/life/health-medical/night-holiday-medical/,41,17,KEEP,200,97,2,2026-07-04,167 / 168 / 169,森町 夜間診療 / 森町 休日診療 / 森町 救急相談
/life/health-medical/vaccinations/,静岡県森町の予防接種｜子ども・おとなの対象と受け方を選ぶ | 森町ライフハック,森町の予防接種は、子どもとおとなで受け方と助成が分かれる,自分・家族が受ける予防接種を選ぶ,森町 予防接種,True,https://morimachi.enshu-lifehack.com/life/health-medical/vaccinations/,7,18,KEEP,200,91,2,2026-07-04,,
/life/housing/,🏠 家・住まい（静岡県森町版） | 森町ライフハック,🏠 家・住まい（森町版）,住まい・空き家・不動産の情報を一覧で把握する,森町 住まい,True,https://morimachi.enshu-lifehack.com/life/housing/,25,17,KEEP,200,135,1,2026-07-04,,
/life/housing/build-house/,静岡県森町で家を建てる前に、耐震・補助金・結婚新生活支援を確認する。 | 森町ライフハック,森町で家を建てる前に、耐震・補助金・結婚新生活支援を確認する。,森町で家を建てる前に補助制度を確認する,森町 住宅 補助金,True,https://morimachi.enshu-lifehack.com/life/housing/build-house/,25,16,KEEP,200,118,2,2026-07-04,183,森町 住宅 補助金
/life/housing/buy-house/,静岡県森町で家を買う前に、固定資産税・空き家バンク・結婚新生活支援を確認する。 | 森町ライフハック,森町で家を買う前に、固定資産税・空き家バンク・結婚新生活支援を確認する。,森町で家を買う前に確認することを知る,森町 家 購入,True,https://morimachi.enshu-lifehack.com/life/housing/buy-house/,27,16,KEEP,200,124,3,2026-07-04,,
/life/housing/clean-parents-house/,静岡県森町で親の家を片付けるときは、ごみ分別・空き家対策・空き家バンクを確認する。 | 森町ライフハック,森町で親の家を片付けるときは、ごみ分別・空き家対策・空き家バンクを確認する。,親の家の片付けを進める,森町 実家 片付け,True,https://morimachi.enshu-lifehack.com/life/housing/clean-parents-house/,34,17,UPDATE,200,88,3,2026-07-04,11 / 12 / 15 / 19,森町 空き家 家財処分 / 森町 遺品整理 / 森町 空き家 仏壇 / 森町 空き家 片付け
/life/housing/earthquake-demolition/,静岡県森町の耐震・解体は、木造住宅の耐震診断・改修・解体助成を確認する。 | 森町ライフハック,森町の耐震・解体は、木造住宅の耐震診断・改修・解体助成を確認する。,耐震診断・改修・解体の助成を使う,森町 耐震 解体 補助,True,https://morimachi.enshu-lifehack.com/life/housing/earthquake-demolition/,30,17,UPDATE,200,89,2,2026-07-04,7 / 54,森町 空き家 解体 / 森町 住宅 解体
/life/housing/municipal-housing/,静岡県森町の町営住宅は、募集条件・収入・必要書類を先に確認する。 | 森町ライフハック,森町の町営住宅は、募集条件・収入・必要書類を先に確認する。,町営住宅の募集条件と申込みを確認する,森町 町営住宅,True,https://morimachi.enshu-lifehack.com/life/housing/municipal-housing/,25,16,KEEP,200,104,1,2026-07-04,,
/life/housing/property-tax/,静岡県森町の土地・家屋の税金は、固定資産税・都市計画税の課税内容と手続きを分けて確認する | 森町ライフハック,森町の土地・家屋の税金は、固定資産税・都市計画税の課税内容と手続きを分けて確認する,土地・家屋の固定資産税の中身を確認する,森町 固定資産税,True,https://morimachi.enshu-lifehack.com/life/housing/property-tax/,33,16,UPDATE,200,73,2,2026-07-04,51 / 121,森町 土地 固定資産税 / 森町 固定資産税
/life/housing/public-housing-consultation/,静岡県森町で住まいに困ったら、状況と緊急度を先に分ける | 森町ライフハック,森町で住まいに困ったら、状況と緊急度を先に分ける,住むところに困ったときの相談先を知る,森町 住まい 相談,True,https://morimachi.enshu-lifehack.com/life/housing/public-housing-consultation/,4,17,KEEP,200,111,6,,,
/life/housing/rent-house/,静岡県森町で賃貸を探すなら、空き家バンクと町営住宅の両方を確認する | 森町ライフハック,森町で賃貸を探すなら、空き家バンクと町営住宅の両方を確認する,森町で借りられる住まいを探す,森町 賃貸 町営住宅,True,https://morimachi.enshu-lifehack.com/life/housing/rent-house/,27,16,KEEP,200,105,2,2026-07-04,,
/life/housing/sell-house/,静岡県森町で家を売る前に、固定資産税・空き家バンクを確認する | 森町ライフハック,森町で家を売る前に、固定資産税・空き家バンクを確認する,森町で家を売る前に確認することを知る,森町 家 売却,True,https://morimachi.enshu-lifehack.com/life/housing/sell-house/,34,18,UPDATE,200,77,2,2026-07-04,3 / 4 / 18 / 40 / 48 / 50 / 53 / 55 / 56 / 57 / 60,森町 空き家 売却 / 森町 実家 売却 / 森町 空き家 査定 / 森町 相続した土地 売却 / 森町 土地 売却 / 森町 土地 境界 / 森町 山林 売却 / 森町 古家 売却 / 森町 中古住宅 売却 / 森町 家 査定 / 森町 土地 地番 調べ方
/life/housing/vacant-house/,静岡県森町の空き家バンク｜物件・補助金・相談先を確認 | 森町ライフハック,森町の空き家バンク｜物件・補助金・相談先を確認,空き家の制度（対策計画・バンク・税）を整理する,森町 空き家,True,https://morimachi.enshu-lifehack.com/life/housing/vacant-house/,42,23,UPDATE,200,80,3,2026-08-06,5 / 8 / 13 / 14 / 16,森町 空き家バンク / 森町 空き家 管理 / 森町 空き家 草刈り / 森町 空き家 火災 / 森町 空き家 放置
/life/living-soon/,🏡 これから暮らす | 静岡県森町ライフハック,🏡 これから暮らす,森町へ移り住む前に確認することを把握する,森町 移住,True,https://morimachi.enshu-lifehack.com/life/living-soon/,14,15,KEEP,200,106,1,2026-08-06,181,森町 移住
/life/living-soon/about-morimachi/,静岡県森町への移住｜補助金・仕事・住まい・子育て | 森町ライフハック,森町への移住｜補助金・仕事・住まい・子育て,森町での暮らしの実際を知る,森町 移住 補助金,True,https://morimachi.enshu-lifehack.com/life/living-soon/about-morimachi/,62,20,UPDATE,200,61,2,2026-08-06,182 / 197 / 200,森町 移住 補助金 / 森町 生活 基本情報 / 森町 子育て 環境
/life/living-soon/disaster-risk/,引っ越す前に、候補地が洪水・土砂災害に強い場所か確かめる。 | 静岡県森町ライフハック,引っ越す前に、候補地が洪水・土砂災害に強い場所か確かめる。,住む候補地の災害リスクを確かめる,森町 ハザードマップ 土地,True,https://morimachi.enshu-lifehack.com/life/living-soon/disaster-risk/,19,15,KEEP,200,126,2,2026-07-04,,
/life/living-soon/moving-decided/,引っ越しが決まったら、何をいつまでにやるかを順番に整理する。 | 静岡県森町ライフハック,引っ越しが決まったら、何をいつまでにやるかを順番に整理する。,引っ越しが決まってからの段取りを立てる,引っ越し やることリスト,True,https://morimachi.enshu-lifehack.com/life/living-soon/moving-decided/,14,15,UPDATE,200,115,2,2026-07-03,116,森町 引っ越し 手続き
/life/living-soon/want-to-live/,自然に囲まれた広い家で、子どもをのびのび育てられる暮らしを静岡県森町で考える。 | 森町ライフハック,自然に囲まれた広い家で、子どもをのびのび育てられる暮らしを森町で考える。,森町で広い家に住む選択肢を検討する,森町 田舎暮らし,True,https://morimachi.enshu-lifehack.com/life/living-soon/want-to-live/,14,14,KEEP,200,113,2,2026-07-03,,
/life/moving-out/,📦 新しい場所へ（転出時の手続きまとめ） | 静岡県森町ライフハック,📦 新しい場所へ（転出時の手続きまとめ）,森町から引っ越すときの手続きを一覧で把握する,森町 転出 手続き,True,https://morimachi.enshu-lifehack.com/life/moving-out/,14,13,KEEP,200,111,1,2026-07-04,,
/life/moving-out/bulk-garbage-cleaning/,転出前の片付けは、粗大ごみは中遠広域施設へ・家電は家電リサイクル法対応で | 静岡県森町ライフハック,転出前の片付けは、粗大ごみは中遠広域施設へ・家電は家電リサイクル法対応で,転出前の不用品・粗大ごみを処分する,森町 引っ越し ごみ 処分,True,https://morimachi.enshu-lifehack.com/life/moving-out/bulk-garbage-cleaning/,21,14,UPDATE,200,104,2,2026-07-04,99 / 100,森町 引越し ごみ / 森町 大量ごみ
/life/moving-out/dog-ownership-change/,犬の登録変更は、静岡県森町発行の愛犬カードと鑑札を持って転出先の役所へ | 森町ライフハック,犬の登録変更は、森町発行の愛犬カードと鑑札を持って転出先の役所へ,転出時の犬の登録変更をする,森町 犬 転出 登録変更,True,https://morimachi.enshu-lifehack.com/life/moving-out/dog-ownership-change/,16,13,UPDATE,200,95,2,2026-07-04,119,森町 犬 住所変更
/life/moving-out/move-out-notice/,転出届は引っ越し予定日の14日前から住民生活課住民係で | 静岡県森町ライフハック,転出届は引っ越し予定日の14日前から住民生活課住民係で,転出届をいつどこで出すか確認する,森町 転出届,True,https://morimachi.enshu-lifehack.com/life/moving-out/move-out-notice/,17,14,KEEP,200,91,1,2026-07-04,102,森町 転出届
/life/moving-out/moving-away/,静岡県森町から引っ越すときは、転出届と水道廃止・ごみ・学校の手続きを一緒に確認する | 森町ライフハック,森町から引っ越すときは、転出届と水道廃止・ごみ・学校の手続きを一緒に確認する,転出時に必要な手続きをまとめて片づける,森町 転出 やること,True,https://morimachi.enshu-lifehack.com/life/moving-out/moving-away/,21,14,KEEP,200,94,2,2026-07-04,,
