url,title,h1,category,new_hub,new_hub_label,intent,primary_keyword,official_source,verified_at,action,merge_target,priority,owner,status,section,slug,page_type,department,audience,description,tel,official_source_count,canonical,has_faq_jsonld,has_breadcrumb_jsonld,exposes_raw_keys,bytes
/agriculture/,静岡県森町の農業・茶・森林｜状況から読む記事を選ぶ | 森町ライフハック,森町の農業・茶・森林｜どの記事から読むか,agriculture,,,,,,,keep,,P3,大石浩之,作業中,agriculture,index,hub,,,農産物、茶畑、農道、農地、森林の確認記事を、現地と公的資料から選べます。,,0,https://morimachi.enshu-lifehack.com/agriculture/,False,True,False,9174
/agriculture/new-tea-label-guide/,静岡県森町の新茶表示を確かめる｜産地・製造者・販売者の見方 | 森町ライフハック,森町の新茶表示を確かめる｜産地・製造者・販売者の見方,agriculture,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/choseijoho/chochonoheya/6755.html,,keep,,P3,大石浩之,作業中,agriculture,new-tea-label-guide,detail,,,静岡県周智郡森町の新茶表示を確かめる。対象条件、必要資料、森町の公式窓口、確認する順番を分かりやすく整理します。実行前の注意点と家族へ残す記録も案内します。,,3,https://morimachi.enshu-lifehack.com/agriculture/new-tea-label-guide/,True,True,False,30119
/agriculture/overview/,静岡県森町の農業完全ガイド｜茶・米・野菜・果物 | 森町ライフハック,森町の農業完全ガイド｜茶・米・野菜・果物,agriculture,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/norinseisakuka/noseigakari/index.html,2026-08-09,keep,,P3,大石浩之,作業中,agriculture,overview,detail,,,静岡県森町の農業を、森町の農業を品目、季節、地形、担い手、直売の流れで俯瞰するための実用ガイド。公式資料、現地確認、注意点、FAQ、次に読むページを整理しました。,,2,https://morimachi.enshu-lifehack.com/agriculture/overview/,True,True,False,29019
/agriculture/products-calendar/,静岡県森町の農産物カレンダー｜春夏秋冬の味覚 | 森町ライフハック,森町の農産物カレンダー｜春夏秋冬の味覚,agriculture,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/norinseisakuka/noseigakari/index.html,2026-08-09,keep,,P3,大石浩之,作業中,agriculture,products-calendar,detail,,,静岡県森町の農産物カレンダーを、季節ごとの主な農産物を、探し始める時期と確認先が分かる形で整理するための実用ガイド。公式資料、現地確認、注意点、FAQ、次に読むページを整理しました。,,2,https://morimachi.enshu-lifehack.com/agriculture/products-calendar/,True,True,False,28873
/agriculture/tea/,静岡県森町のお茶と茶畑｜歴史・産地・一年の仕事 | 森町ライフハック,森町のお茶と茶畑｜歴史・産地・一年の仕事,agriculture,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/norinseisakuka/noseigakari/index.html,2026-08-09,keep,,P3,大石浩之,作業中,agriculture,tea,detail,,,静岡県森町のお茶を、茶畑の景観だけでなく、栽培の季節、製茶、流通、地域史までをつなぐための実用ガイド。公式資料、現地確認、注意点、FAQ、次に読むページを整理しました。,,2,https://morimachi.enshu-lifehack.com/agriculture/tea/,True,True,False,29164
/agriculture/tea-fields-topography/,静岡県森町の茶畑と地形｜山間・平地で何を確認するか | 森町ライフハック,森町の茶畑と地形｜山間・平地で何を確認するか,agriculture,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/sangyo_shigoto/noringyo/index.html,,keep,,P3,大石浩之,作業中,agriculture,tea-fields-topography,detail,,,静岡県周智郡森町の茶畑と地形。対象条件、必要資料、森町の公式窓口、確認する順番を分かりやすく整理します。実行前の注意点と家族へ残す記録も案内します。,,2,https://morimachi.enshu-lifehack.com/agriculture/tea-fields-topography/,True,True,False,36585
/agriculture/unused-farmland-family-check/,静岡県森町の遊休農地を家族で整理する｜現況・名義・管理 | 森町ライフハック,森町の遊休農地を家族で整理する｜現況・名義・管理,agriculture,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/norinseisakuka/nochikanrikakari/index.html,,keep,,P3,大石浩之,作業中,agriculture,unused-farmland-family-check,detail,,,静岡県周智郡森町の遊休農地を家族で整理する。対象条件、必要資料、森町の公式窓口、確認する順番を分かりやすく整理します。実行前の注意点と家族へ残す記録も案内します。,,2,https://morimachi.enshu-lifehack.com/agriculture/unused-farmland-family-check/,True,True,False,29984
/blog/20260703-six-districts/,静岡県森町を「六つの地区」から見ると、暮らしの輪郭が分かる | 森町ライフハック,森町を「六つの地区」から見ると、暮らしの輪郭が分かる,blog,,,森町の暮らしの読み物を読む,森町 ブログ,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/morimachiyakuba/hikkoshi_shinseikatsu/index.html,2026-08-05,keep,,P3,大石浩之,作業中,blog,20260703-six-districts,detail,,,静岡県周智郡森町は三倉、天方、森、一宮、園田、飯田の六つの地区に分かれます。町名だけでは見えにくい、移動・近所づきあい・暮らしの違いをどう確かめるか考えます。,,2,https://morimachi.enshu-lifehack.com/blog/20260703-six-districts/,False,True,False,29827
/blog/20260704-festival-and-life/,森の祭りは、観光情報だけでなく「地域の暮らし」として読みたい | 静岡県森町ライフハック,森の祭りは、観光情報だけでなく「地域の暮らし」として読みたい,blog,,,森町の暮らしの読み物を読む,森町 ブログ,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/teijusuishinka/ijukoryugakari/2/izyusankouzyohou/2119.html,2026-08-05,keep,,P3,大石浩之,作業中,blog,20260704-festival-and-life,detail,,,静岡県周智郡森町には屋台の曳き廻しや三社に伝わる舞楽があります。見る側の楽しさと、地域が受け継ぐ時間の両方から祭りを考えます。,,3,https://morimachi.enshu-lifehack.com/blog/20260704-festival-and-life/,False,True,False,30047
/blog/20260705-test-daily-travel/,静岡県森町への移住前、家より先に「一日の移動」を試してみる | 森町ライフハック,森町への移住前、家より先に「一日の移動」を試してみる,blog,,,森町の暮らしの読み物を読む,森町 ブログ,https://www.town.morimachi.shizuoka.jp/ijyu/index.html,2026-08-05,keep,,P3,大石浩之,作業中,blog,20260705-test-daily-travel,detail,,,静岡県周智郡森町への移住を考えるときは、景色や物件だけでなく通勤、買い物、通院、送迎の動線確認が欠かせません。下見で試したい順番を整理します。,,2,https://morimachi.enshu-lifehack.com/blog/20260705-test-daily-travel/,False,True,False,29384
/blog/20260706-moving-in-order/,静岡県森町への転入届は、オンライン予約だけで終わらない | 森町ライフハック,森町への転入届は、オンライン予約だけで終わらない,blog,,,森町の暮らしの読み物を読む,森町 ブログ,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/juminkakari/2/3/2901.html,2026-08-05,keep,,P3,大石浩之,作業中,blog,20260706-moving-in-order,detail,,,静岡県周智郡森町への転入届は住み始めてから14日以内です。マイナポータルを利用しても窓口手続きが必要になる点と、当日の順番を整理します。,,3,https://morimachi.enshu-lifehack.com/blog/20260706-moving-in-order/,False,True,False,29789
/blog/20260707-vacant-house-bank-owner/,静岡県森町の空き家バンクは、登録すれば町が売ってくれる制度ではない | 森町ライフハック,森町の空き家バンクは、登録すれば町が売ってくれる制度ではない,blog,,,森町の暮らしの読み物を読む,森町 ブログ,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/teijusuishinka/ijukoryugakari/2/2/379.html,2026-08-05,keep,,P3,大石浩之,作業中,blog,20260707-vacant-house-bank-owner,detail,,,静岡県周智郡森町の空き家・空き地バンクは物件情報を届ける仕組みです。所有者が登録前に確かめたい登記、家財、管理状態、契約の役割分担を整理します。,,2,https://morimachi.enshu-lifehack.com/blog/20260707-vacant-house-bank-owner/,False,True,False,30003
/blog/20260708-shrine-architecture/,静岡県森町の神社は、名前だけでなく建物の年代から見ても面白い | 森町ライフハック,森町の神社は、名前だけでなく建物の年代から見ても面白い,blog,,,森町の暮らしの読み物を読む,森町 ブログ,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/shakaikyoikuka/bunkashinkogakari/2/776.html,2026-08-05,keep,,P3,大石浩之,作業中,blog,20260708-shrine-architecture,detail,,,静岡県周智郡森町には小國神社、天宮神社、山名神社だけでなく各地区に多くの神社があります。公式の町史資料から、社殿を傷めずに歴史を読む入口を紹介します。,,3,https://morimachi.enshu-lifehack.com/blog/20260708-shrine-architecture/,False,True,False,29782
/blog/20260709-farmland-inheritance/,田んぼや畑を相続したら、登記だけで終わりではない | 静岡県森町ライフハック,田んぼや畑を相続したら、登記だけで終わりではない,blog,,,森町の暮らしの読み物を読む,森町 ブログ,https://www.town.morimachi.shizuoka.jp/gyosei/sangyo_shigoto/noringyo/index.html,2026-08-05,keep,,P3,大石浩之,作業中,blog,20260709-farmland-inheritance,detail,,,静岡県周智郡森町で農地を相続した場合は、相続登記とは別に農業委員会への届出確認が必要です。耕作できない場合も含め、最初の相談順を整理します。,,2,https://morimachi.enshu-lifehack.com/blog/20260709-farmland-inheritance/,False,True,False,29698
/blog/20260710-center-and-outskirts/,静岡県森町の中心部だけ見て、町全体を知ったつもりにならない | 森町ライフハック,森町の中心部だけ見て、町全体を知ったつもりにならない,blog,,,森町の暮らしの読み物を読む,森町 ブログ,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/seisakukikakuka/seisakukikakugakari/4/422.html,2026-08-05,keep,,P3,大石浩之,作業中,blog,20260710-center-and-outskirts,detail,,,役場や文化会館のある中心部と、山あいを含む各地区では移動条件が違います。静岡県周智郡森町で暮らす場所を比べるときの見方を整理します。,,2,https://morimachi.enshu-lifehack.com/blog/20260710-center-and-outskirts/,False,True,False,29379
/blog/20260711-three-bugaku/,静岡県森町の三社に伝わる舞楽は、三つの舞をひと括りにしない方が面白い | 森町ライフハック,森町の三社に伝わる舞楽は、三つの舞をひと括りにしない方が面白い,blog,,,森町の暮らしの読み物を読む,森町 ブログ,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/shakaikyoikuka/bunkashinkogakari/1/1096.html,2026-08-05,keep,,P3,大石浩之,作業中,blog,20260711-three-bugaku,detail,,,小國神社、天宮神社、山名神社に伝わる舞は国の重要無形民俗文化財です。それぞれの成り立ちと見方の違いを町史資料からたどります。,,2,https://morimachi.enshu-lifehack.com/blog/20260711-three-bugaku/,False,True,False,29757
/blog/20260712-vacant-house-bank-buyer/,空き家バンクで静岡県森町へ移住するとき、価格より先に確認したいこと | 森町ライフハック,空き家バンクで森町へ移住するとき、価格より先に確認したいこと,blog,,,森町の暮らしの読み物を読む,森町 ブログ,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/teijusuishinka/ijukoryugakari/2/2/379.html,2026-08-05,keep,,P3,大石浩之,作業中,blog,20260712-vacant-house-bank-buyer,detail,,,空き家バンクの物件は一軒ごとに水道、下水、家財、修繕、農地の条件が違います。内覧前後に確認したい項目を整理します。,,3,https://morimachi.enshu-lifehack.com/blog/20260712-vacant-house-bank-buyer/,False,True,False,29917
/blog/20260713-resident-certificate/,静岡県森町の住民票は、窓口へ行く前に「何を載せるか」を決める | 森町ライフハック,森町の住民票は、窓口へ行く前に「何を載せるか」を決める,blog,,,森町の暮らしの読み物を読む,森町 ブログ,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/juminkakari/2/4826.html,2026-08-05,keep,,P3,大石浩之,作業中,blog,20260713-resident-certificate,detail,,,住民票は提出先によって世帯主・続柄、本籍、マイナンバーなど必要な記載が違います。受取方法より先に確認したいことを整理します。,,3,https://morimachi.enshu-lifehack.com/blog/20260713-resident-certificate/,False,True,False,29731
/blog/20260714-clean-parents-house/,実家の片付けは、捨て始める前に「残す理由」を分ける | 静岡県森町ライフハック,実家の片付けは、捨て始める前に「残す理由」を分ける,blog,,,森町の暮らしの読み物を読む,森町 ブログ,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/teijusuishinka/sumaishiengakari/2/2222.html,2026-08-05,keep,,P3,大石浩之,作業中,blog,20260714-clean-parents-house,detail,,,静岡県周智郡森町で親の家を片付けるときは、ごみ分別だけでなく相続、空き家管理、売却資料の保全が関わります。失くして困る物から整理します。,,3,https://morimachi.enshu-lifehack.com/blog/20260714-clean-parents-house/,False,True,False,29844
/blog/20260715-oguni-amemiya-bugaku/,小國神社と天宮神社の十二段舞楽、演目の外側にも目を向ける | 静岡県森町ライフハック,小國神社と天宮神社の十二段舞楽、演目の外側にも目を向ける,blog,,,森町の暮らしの読み物を読む,森町 ブログ,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/shakaikyoikuka/bunkashinkogakari/2/782.html,2026-08-05,keep,,P3,大石浩之,作業中,blog,20260715-oguni-amemiya-bugaku,detail,,,静岡県周智郡森町の十二段舞楽は、舞だけでなく練習場所や浜垢離など周辺の営みも含めて受け継がれています。町史資料から見どころを整理します。,,3,https://morimachi.enshu-lifehack.com/blog/20260715-oguni-amemiya-bugaku/,False,True,False,29706
/blog/20260716-mori-tea-history/,静岡県森町のお茶完全ガイド｜産地・味・歴史 | 森町ライフハック,森町のお茶完全ガイド｜産地・味・歴史,blog,,,森町の暮らしの読み物を読む,森町 ブログ,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/shakaikyoikuka/bunkashinkogakari/rekishi/5783.html,2026-08-05,keep,,P3,大石浩之,作業中,blog,20260716-mori-tea-history,detail,,,静岡県森町が刊行した『遠州森の茶業史』を入口に、茶の生産・流通と町の歩み、茶畑を受け継ぐ家族が農地・境界・管理を確認する順序を整理します。歴史への敬意と現在の暮らしを分けて考えます。,,3,https://morimachi.enshu-lifehack.com/blog/20260716-mori-tea-history/,True,True,False,34664
/blog/20260717-mikura-amagata-travel/,三倉・天方で暮らすなら、距離より「移動の代替」を見る | 静岡県森町ライフハック,三倉・天方で暮らすなら、距離より「移動の代替」を見る,blog,,,森町の暮らしの読み物を読む,森町 ブログ,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/seisakukikakuka/seisakukikakugakari/4/422.html,2026-08-05,keep,,P3,大石浩之,作業中,blog,20260717-mikura-amagata-travel,detail,,,静岡県周智郡森町の山あいを含む地域で暮らすときは、自家用車だけでなく、通院や買い物の代替手段を確認する必要があります。考え方を整理します。,,2,https://morimachi.enshu-lifehack.com/blog/20260717-mikura-amagata-travel/,False,True,False,29430
/blog/20260718-yamana-dance/,山名神社祇園祭のお舞に、応仁の乱以前の面影が残る | 静岡県森町ライフハック,山名神社祇園祭のお舞に、応仁の乱以前の面影が残る,blog,,,森町の暮らしの読み物を読む,森町 ブログ,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/shakaikyoikuka/bunkashinkogakari/2/783.html,2026-08-05,keep,,P3,大石浩之,作業中,blog,20260718-yamana-dance,detail,,,静岡県周智郡森町飯田の山名神社に伝わるお舞は、十二段舞楽とは異なる風流舞の系統です。八段の演目と地域で伝わった背景を町史から読みます。,,3,https://morimachi.enshu-lifehack.com/blog/20260718-yamana-dance/,False,True,False,29371
/blog/20260719-population-by-district/,人口データは、静岡県森町の地区を比べるための入口であって結論ではない | 森町ライフハック,人口データは、森町の地区を比べるための入口であって結論ではない,blog,,,森町の暮らしの読み物を読む,森町 ブログ,https://www.town.morimachi.shizuoka.jp/material/files/group/7/r5chiikifukushikeikaku.pdf,2026-08-05,keep,,P3,大石浩之,作業中,blog,20260719-population-by-district,detail,,,静岡県周智郡森町の六地区は人口規模が異なります。公表資料の時点を確かめ、数字だけで地域の将来や暮らしやすさを決めない読み方を考えます。,,3,https://morimachi.enshu-lifehack.com/blog/20260719-population-by-district/,False,True,False,30203
/blog/20260720-care-first-consultation/,親の介護が始まったら、施設探しより先に相談先を一つ決める | 静岡県森町ライフハック,親の介護が始まったら、施設探しより先に相談先を一つ決める,blog,,,森町の暮らしの読み物を読む,森町 ブログ,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/hokenfukushika/chiikihokatsushiencenterkakari/index.html,2026-08-05,keep,,P3,大石浩之,作業中,blog,20260720-care-first-consultation,detail,,,介護は家族だけで制度を調べ切ろうとすると疲れます。静岡県周智郡森町の地域包括支援センターを入口に、困りごとを整理する順番を考えます。,,3,https://morimachi.enshu-lifehack.com/blog/20260720-care-first-consultation/,False,True,False,29949
/blog/20260721-inherited-home-deduction/,"相続した実家を売る前に、3,000万円控除の確認書を調べる | 静岡県森町ライフハック","相続した実家を売る前に、3,000万円控除の確認書を調べる",blog,,,森町の暮らしの読み物を読む,森町 ブログ,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/zeimuka/shisanzeigakari/1/kaoku/543.html,2026-08-05,keep,,P3,大石浩之,作業中,blog,20260721-inherited-home-deduction,detail,,,被相続人が住んでいた家を売る場合、要件を満たせば譲渡所得の特例対象になる可能性があります。契約前に確認したい役場書類を整理します。,,3,https://morimachi.enshu-lifehack.com/blog/20260721-inherited-home-deduction/,False,True,False,29967
/blog/20260722-temple-architecture/,静岡県森町の寺院は、宗派の数から地域史が見えてくる | 森町ライフハック,森町の寺院は、宗派の数から地域史が見えてくる,blog,,,森町の暮らしの読み物を読む,森町 ブログ,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/shakaikyoikuka/bunkashinkogakari/2/774.html,2026-08-05,keep,,P3,大石浩之,作業中,blog,20260722-temple-architecture,detail,,,静岡県周智郡森町の町史資料では曹洞宗寺院が多く、最古級の本堂や文化財の山門も紹介されています。寺院を一覧と建築の両方から見る方法を考えます。,,3,https://morimachi.enshu-lifehack.com/blog/20260722-temple-architecture/,False,True,False,29303
/blog/20260723-farmland-conversion/,農地を駐車場や宅地にしたい——先に工事を始めてはいけない | 静岡県森町ライフハック,農地を駐車場や宅地にしたい——先に工事を始めてはいけない,blog,,,森町の暮らしの読み物を読む,森町 ブログ,https://www.town.morimachi.shizuoka.jp/gyosei/sangyo_shigoto/noringyo/6758.html,2026-08-05,keep,,P3,大石浩之,作業中,blog,20260723-farmland-conversion,detail,,,静岡県周智郡森町で農地を宅地や駐車場などへ変える場合は、農地転用の許可確認が必要です。4条・5条の違いと相談の順番を整理します。,,2,https://morimachi.enshu-lifehack.com/blog/20260723-farmland-conversion/,False,True,False,29574
/blog/20260724-three-eastern-districts/,一宮・園田・飯田を、地図の近さだけで同じ暮らしと考えない | 静岡県森町ライフハック,一宮・園田・飯田を、地図の近さだけで同じ暮らしと考えない,blog,,,森町の暮らしの読み物を読む,森町 ブログ,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/morimachiyakuba/hikkoshi_shinseikatsu/index.html,2026-08-05,keep,,P3,大石浩之,作業中,blog,20260724-three-eastern-districts,detail,,,静岡県周智郡森町の六地区のうち一宮、園田、飯田にもそれぞれの生活動線があります。物件比較で地区名と実際の行き先を重ねる方法を考えます。,,2,https://morimachi.enshu-lifehack.com/blog/20260724-three-eastern-districts/,False,True,False,29139
/blog/20260725-supporting-festivals/,祭礼を残すのは、当日の人出だけではない | 静岡県森町ライフハック,祭礼を残すのは、当日の人出だけではない,blog,,,森町の暮らしの読み物を読む,森町 ブログ,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/teijusuishinka/ijukoryugakari/2/izyusankouzyohou/2119.html,2026-08-05,keep,,P3,大石浩之,作業中,blog,20260725-supporting-festivals,detail,,,静岡県周智郡森町の祭りや舞楽は、準備、練習、片付けを担う人によって続いています。訪れる側と住む側が無理なく支える方法を考えます。,,3,https://morimachi.enshu-lifehack.com/blog/20260725-supporting-festivals/,False,True,False,29844
/blog/20260726-dual-location/,静岡県森町の二地域居住——移住か現状維持かの二択をやめる | 森町ライフハック,森町の二地域居住——移住か現状維持かの二択をやめる,blog,,,森町の暮らしの読み物を読む,森町 ブログ,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/teijusuishinka/ijukoryugakari/6727.html,2026-08-05,keep,,P3,大石浩之,作業中,blog,20260726-dual-location,detail,,,静岡県周智郡森町は二地域居住を、観光と完全移住の中間にある暮らし方として案内しています。家を買う前に試せる関わり方を考えます。,,3,https://morimachi.enshu-lifehack.com/blog/20260726-dual-location/,False,True,False,30092
/blog/20260727-bereavement-order/,家族が亡くなった後の手続きは、期限と窓口を一枚にまとめる | 静岡県森町ライフハック,家族が亡くなった後の手続きは、期限と窓口を一枚にまとめる,blog,,,森町の暮らしの読み物を読む,森町 ブログ,https://www.town.morimachi.shizuoka.jp/gyosei/lifeevent/okuyami/1830.html,2026-08-05,keep,,P3,大石浩之,作業中,blog,20260727-bereavement-order,detail,,,死亡後は役場、年金、保険、相続、家の管理などが重なります。静岡県周智郡森町の案内を入口に、家族が抱え込まない整理方法を考えます。,,3,https://morimachi.enshu-lifehack.com/blog/20260727-bereavement-order/,False,True,False,29717
/blog/20260728-before-selling-house/,静岡県森町で家を売る前に、価格より境界・接道・名義を確認する | 森町ライフハック,森町で家を売る前に、価格より境界・接道・名義を確認する,blog,,,森町の暮らしの読み物を読む,森町 ブログ,https://www.town.morimachi.shizuoka.jp/material/files/group/10/cyekkurisuto.pdf,2026-08-05,keep,,P3,大石浩之,作業中,blog,20260728-before-selling-house,detail,,,売却査定の金額は、物件情報が正しくそろって初めて比較できます。静岡県周智郡森町の空き家バンク確認票から、先に整理したい項目を読み解きます。,,3,https://morimachi.enshu-lifehack.com/blog/20260728-before-selling-house/,False,True,False,29746
/blog/20260729-suzuki-tozaburo/,鈴木藤三郎——静岡県森町から製糖業を変えた発明家 | 森町ライフハック,鈴木藤三郎——森町から製糖業を変えた発明家,blog,,,森町の暮らしの読み物を読む,森町 ブログ,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/shakaikyoikuka/bunkashinkogakari/rekishi/morimatinoijin/5583.html,2026-08-05,keep,,P3,大石浩之,作業中,blog,20260729-suzuki-tozaburo,detail,,,静岡県周智郡森町本町出身の鈴木藤三郎は、氷砂糖の製法を発明し、精製糖事業や台湾製糖に関わりました。その歩みから地域の産業を見る視点を考えます。,,3,https://morimachi.enshu-lifehack.com/blog/20260729-suzuki-tozaburo/,False,True,False,29216
