url,title,h1,category,new_hub,new_hub_label,intent,primary_keyword,official_source,verified_at,action,merge_target,priority,owner,status,section,slug,page_type,department,audience,description,tel,official_source_count,canonical,has_faq_jsonld,has_breadcrumb_jsonld,exposes_raw_keys,bytes
/life/education/school-expense-support/,学校費用の不安は、就学援助制度と学校教育課への相談を先に確認する | 森町ライフハック,学校費用の不安は、就学援助制度と学校教育課への相談を先に確認する,education,family,子ども・家族,学校費用の負担を軽くする制度を使う,森町 就学援助,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/gakkokyoikuka/index.html,2026-07-03,keep,,P1,大石浩之,作業中,life,school-expense-support,detail,学校教育課,保護者,学校にかかる費用が心配なときは、就学援助制度と学校教育課への相談を先に確認しましょう。学用品費や給食費など複数の費目が対象になる制度で、詳しくは学校教育課に問い合わせると案内してもらえます。,0538-85-2111,1,https://morimachi.enshu-lifehack.com/life/education/school-expense-support/,True,False,True,29660
/life/education/school-meals/,学校給食は、献立・費用・アレルギー対応を学校教育課に分けて確認する | 森町ライフハック,学校給食は、献立・費用・アレルギー対応を学校教育課に分けて確認する,education,family,子ども・家族,学校給食の献立・費用・アレルギー対応を確認する,森町 学校給食,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/gakkokyoikuka/index.html,2026-07-04,keep,,P2,大石浩之,作業中,life,school-meals,detail,学校教育課,保護者,森町の小中学校の給食は、学校教育課が所管しています。献立表・給食費の金額・アレルギー対応の具体的な案内ページは森町公式サイト内で見当たらないため、知りたい内容ごとに学校教育課へ問い合わせるのが確実です。,0538-85-2111,1,https://morimachi.enshu-lifehack.com/life/education/school-meals/,True,False,True,31862
/life/education/school-zones/,通学区は、住所と小中学校情報をセットで学校教育課に確認する | 森町ライフハック,通学区は、住所と小中学校情報をセットで学校教育課に確認する,education,family,子ども・家族,住所からどの小中学校に通うか確かめる,森町 通学区域,https://www.town.morimachi.shizuoka.jp/gyosei/kosodate_kyoiku/kyoiku_gakko/sho_chugakko/index.html,2026-07-03,rewrite,,P1,大石浩之,作業中,life,school-zones,parent,学校教育課,保護者,森町の通学区域は、住所と小中学校の情報をセットで学校教育課に確認するのが確実です。町内は小学校3校・中学校2校というコンパクトな規模なので、電話一本で該当校が分かることも多くあります。,0538-85-1112,2,https://morimachi.enshu-lifehack.com/life/education/school-zones/,True,False,True,29259
/life/education/study-facilities/,学習場所は、森町立図書館の閲覧コーナーと開館日を先に確認する | 森町ライフハック,学習場所は、森町立図書館の閲覧コーナーと開館日を先に確認する,education,enjoy,暮らしを楽しむ,子どもが勉強できる場所を探す,森町 図書館 学習室,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/toshokan/916.html,2026-07-04,keep,,P3,大石浩之,作業中,life,study-facilities,detail,,児童生徒,森町には「自習室」という専用施設は確認できていませんが、森町立図書館は「学習や研究の場としても利用できます」と案内しており、窓際の閲覧コーナーで読書や学習ができます。開館日と休館日を先に確認してから向かうのが確実です。,0538-85-1111 / 0538-85-1113,3,https://morimachi.enshu-lifehack.com/life/education/study-facilities/,True,False,True,31917
/life/emergency/disaster-certificates-procedures/,災害にあった後、何から動くか。森町でり災証明書と税の減免手続きを順番に整理する。 | 森町ライフハック,災害にあった後、何から動くか。森町でり災証明書と税の減免手続きを順番に整理する。,emergency,trouble,困った・緊急,り災証明書と税の減免を申請する,森町 り災証明書,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/zeimuka/chominzeigakari/1/1/4711.html,2026-07-03,keep,,P1,大石浩之,作業中,life,disaster-certificates-procedures,detail,税務課,被災者,災害で住宅などに大きな被害を受けたときは、り災証明書（罹災証明書・被災証明書）をもとに、町・県民税や国民健康保険税の軽減・免除を申請できます。何から手を付ければいいか分からないときは、まず税務課に相談してください。,0538-85-6308,2,https://morimachi.enshu-lifehack.com/life/emergency/disaster-certificates-procedures/,True,False,True,30166
/life/emergency/disaster-mail-line/,災害の知らせを取りこぼさないよう、森町LINE公式アカウント・ちゃっとメールで平常時から備える。 | 森町ライフハック,災害の知らせを取りこぼさないよう、森町LINE公式アカウント・ちゃっとメールで平常時から備える。,emergency,trouble,困った・緊急,災害情報の受け取り方を設定する,森町 防災 LINE メール,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/seisakukikakuka/promotionsenryakugakari/8/3750.html,2026-07-03,keep,,P1,大石浩之,作業中,life,disaster-mail-line,detail,政策企画課,住民,森町からの避難情報や災害の知らせは、同報無線のほか「森町LINE公式アカウント」や「森町ちゃっとメール」でも受け取れます。停電時や外出中でも情報を取りこぼさないよう、平常時のうちに登録しておきましょう。,0538-85-6305,2,https://morimachi.enshu-lifehack.com/life/emergency/disaster-mail-line/,True,False,True,29824
/life/emergency/earthquake/,地震・津波の備えを、森町の補助制度を使いながら今日できることから一つずつ。 | 森町ライフハック,地震・津波の備えを、森町の補助制度を使いながら今日できることから一つずつ。,emergency,trouble,困った・緊急,地震・津波に備える,森町 地震 備え,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/kikikanrika/kikikanrikakari/4/6838.html,2026-07-03,keep,,P0,大石浩之,作業中,life,earthquake,detail,危機管理課,住民,地震・津波への備えは、家具の固定や非常持ち出し品の準備といった今日できることに加えて、森町の補助制度を使った住宅の耐震化・感震ブレーカーの設置も選択肢になります。できることから一つずつ進めましょう。,0538-85-6302 / 0538-85-6321,3,https://morimachi.enshu-lifehack.com/life/emergency/earthquake/,True,False,True,30623
/life/emergency/emergency-medical/,急な病気やけがで迷ったとき、♯7119（救急安心電話相談）で今すぐ判断する。 | 森町ライフハック,急な病気やけがで迷ったとき、♯7119（救急安心電話相談）で今すぐ判断する。,emergency,trouble,困った・緊急,救急車を呼ぶか迷ったときに判断する,♯7119 森町,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/kikikanrika/kikikanrikakari/2/7119.html,2026-07-03,merge,/life/health-medical/night-holiday-medical/,P0,大石浩之,作業中,life,emergency-medical,detail,静岡県危機管理部消防保安課 / 森町側の案内窓口は危機管理課,住民,急な病気やけがで「救急車を呼ぶべきか」迷ったときは、♯7119（救急安心電話相談）に電話すれば、24時間365日いつでも看護師・医師などの相談員に相談できます。ただし、緊急・重症のときは迷わず119番してください。,0538-85-6302 / 054-221-2073 / 119,2,https://morimachi.enshu-lifehack.com/life/emergency/emergency-medical/,True,False,True,29295
/life/emergency/evacuation-centers/,いざというとき、どこへ避難するかを森町のハザードマップと指定避難所で今のうちに決めておく。 | 森町ライフハック,いざというとき、どこへ避難するかを森町のハザードマップと指定避難所で今のうちに決めておく。,emergency,trouble,困った・緊急,指定避難所の場所を確認する,森町 避難所,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/kikikanrika/kikikanrikakari/4/854.html,2026-07-03,keep,,P0,大石浩之,作業中,life,evacuation-centers,detail,危機管理課,住民,いざというときにどこへ避難するか、あらかじめ決めておくと落ち着いて行動できます。森町防災ハザードマップで自宅周辺のリスクを確認し、指定避難所の場所を家族で共有しておきましょう。,0538-85-6302,2,https://morimachi.enshu-lifehack.com/life/emergency/evacuation-centers/,True,False,True,29548
/life/emergency/evacuation-hazard-map/,「いつ・どこへ逃げるか」を、森町の警戒レベルとハザードマップで迷う前に決めておく。 | 森町ライフハック,「いつ・どこへ逃げるか」を、森町の警戒レベルとハザードマップで迷う前に決めておく。,emergency,trouble,困った・緊急,いつ・どこへ逃げるかを決めておく,森町 ハザードマップ 避難,https://www.town.morimachi.shizuoka.jp/gyosei/bosai_anzen/bosai/1130.html,2026-07-03,rewrite,,P0,大石浩之,作業中,life,evacuation-hazard-map,parent,危機管理課,住民,「いつ逃げるか」「どこへ逃げるか」を、警戒レベルとハザードマップをもとに前もって決めておきましょう。森町は警戒レベルに応じた避難情報を同報無線・LINE・ちゃっとメールで発信しています。,0538-85-6302,3,https://morimachi.enshu-lifehack.com/life/emergency/evacuation-hazard-map/,True,False,True,30678
/life/emergency/fire-ambulance/,火事のとき、急病のとき。まず119番。森町は袋井消防本部が管轄。 | 森町ライフハック,火事のとき、急病のとき。まず119番。森町は袋井消防本部が管轄。,emergency,trouble,困った・緊急,火事・急病のときの119番と管轄を知る,森町 消防 救急 119,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/kikikanrika/kikikanrikakari/shoubou/3966.html,2026-07-03,keep,,P0,大石浩之,作業中,life,fire-ambulance,detail,予防課,住民,火事のとき、急病のとき。まず119番です。森町の消防・救急は「袋井市森町広域行政組合 袋井消防本部」が管轄しており、住宅用火災警報器の取り付け・交換の支援なども行っています。,0538-44-5114 / 119,3,https://morimachi.enshu-lifehack.com/life/emergency/fire-ambulance/,True,False,True,29690
/life/emergency/hazard-maps/,自宅と避難先の災害リスクを、森町防災ハザードマップで今すぐ確かめる。 | 森町ライフハック,自宅と避難先の災害リスクを、森町防災ハザードマップで今すぐ確かめる。,emergency,trouble,困った・緊急,自宅の災害リスクを確かめる,森町 ハザードマップ,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/kikikanrika/kikikanrikakari/4/854.html,2026-07-03,merge,/life/emergency/evacuation-hazard-map/,P0,大石浩之,作業中,life,hazard-maps,detail,危機管理課 / 農林政策課,住民,自宅や避難先の災害リスクは、森町防災ハザードマップで確認できます。地震・水害だけでなく、農業用ため池の決壊に備えた「ため池ハザードマップ」もあわせて公開されているので、地域に応じて確認しておきましょう。,0538-85-6302 / 0538-85-6315,3,https://morimachi.enshu-lifehack.com/life/emergency/hazard-maps/,True,False,True,30048
/life/emergency/,⚠️ もしもの時 | 森町ライフハック,⚠️ もしもの時,emergency,trouble,困った・緊急,防災・災害時の行動と窓口を一覧で把握する,森町 防災,https://www.town.morimachi.shizuoka.jp/gyosei/bosai_anzen/bosai/1129.html,2026-07-04,keep,,P0,大石浩之,作業中,life,index,hub,危機管理課,住民,森町の防災情報をひとつにまとめたページです。ハザードマップや避難所の確認から、非常時の持ち出し品、災害用伝言ダイヤルの使い方まで、必要な情報の入口としてご利用ください。,0538-85-6302,3,https://morimachi.enshu-lifehack.com/life/emergency/,True,False,True,28900
/life/emergency/pet-disaster-prevention/,ペットと一緒に逃げる。そのための備えを、災害が来る前に整える。 | 森町ライフハック,ペットと一緒に逃げる。そのための備えを、災害が来る前に整える。,emergency,trouble,困った・緊急,ペットと一緒に避難する備えをする,森町 ペット 同行避難,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/seikatsukankyokakari/2/693.html,2026-07-04,keep,,P2,大石浩之,作業中,life,pet-disaster-prevention,detail,危機管理課 / 住民生活課,飼い主,災害が起きたとき、ペットを自宅に残していくか、一緒に連れて逃げるか。環境省は「同行避難」（飼い主とペットが一緒に避難所まで避難すること）を原則としています。ただし、避難所でペットと同じ空間で過ごせるとは限りません。,0538-85-6302,3,https://morimachi.enshu-lifehack.com/life/emergency/pet-disaster-prevention/,True,False,True,34719
/life/emergency/road-river-info/,大雨・台風のとき、道路の通行止めと川の水位を静岡県のシステムで今すぐ確かめる。 | 森町ライフハック,大雨・台風のとき、道路の通行止めと川の水位を静岡県のシステムで今すぐ確かめる。,emergency,trouble,困った・緊急,道路の通行止めと川の水位を今すぐ確かめる,森町 通行止め 川 水位,https://www.town.morimachi.shizuoka.jp/gyosei/bosai_anzen/bosai/1129.html,2026-07-03,keep,,P1,大石浩之,作業中,life,road-river-info,detail,危機管理課,住民 / 通勤者,大雨・台風のときに気になる道路の通行止めや川の水位は、静岡県が提供するシステムで確認できます。森町の防災情報ページから、それぞれの外部サイトへアクセスできます。,0538-85-6302,2,https://morimachi.enshu-lifehack.com/life/emergency/road-river-info/,True,False,True,29464
/life/emergency/storm-heavy-rain/,台風・大雨が近づいたら、森町の警戒レベル発信で「いつ逃げるか」を先に決めておく。 | 森町ライフハック,台風・大雨が近づいたら、森町の警戒レベル発信で「いつ逃げるか」を先に決めておく。,emergency,trouble,困った・緊急,台風・大雨が近づいたときの行動を決める,森町 台風 大雨 避難,https://www.town.morimachi.shizuoka.jp/gyosei/bosai_anzen/bosai/1130.html,2026-07-03,merge,/life/emergency/evacuation-hazard-map/,P0,大石浩之,作業中,life,storm-heavy-rain,detail,危機管理課,住民,台風・大雨が近づいたら、気象情報を早めに集め、食料・飲料水の備えや家具の固定などの準備を進めましょう。避難情報は森町の警戒レベル発信で確認し、「いつ逃げるか」を先に決めておくことが大切です。,0538-85-6302,3,https://morimachi.enshu-lifehack.com/life/emergency/storm-heavy-rain/,True,False,True,30159
/life/end-of-life/after-death-procedures/,死亡後の手続きは、森町「お悔やみ」ページで急ぐ届出から確認する | 森町ライフハック,死亡後の手続きは、森町「お悔やみ」ページで急ぐ届出から確認する,end-of-life,property,家・土地,死亡後の急ぐ届出を確認する,森町 死亡後 手続き,https://www.town.morimachi.shizuoka.jp/gyosei/lifeevent/okuyami/1830.html,2026-07-03,merge,/life/end-of-life/bereavement/,P0,大石浩之,作業中,life,after-death-procedures,detail,住民生活課,遺族,ご家族が亡くなられた直後は、気持ちの整理がつかないうちに手続きを進めなければならず負担が大きいものです。森町では死亡届・火葬場の予約は住民生活課住民係、葬祭費は住民生活課国保年金係が窓口になっています。,0538-85-6312 / 0538-85-6313,2,https://morimachi.enshu-lifehack.com/life/end-of-life/after-death-procedures/,True,False,True,30689
/life/end-of-life/bereavement/,家族が亡くなったら、森町の死亡届・戸籍手続きから順に確認する | 森町ライフハック,家族が亡くなったら、森町の死亡届・戸籍手続きから順に確認する,end-of-life,property,家・土地,家族が亡くなった後の手続きを期限順に進める,森町 死亡届 おくやみ,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/juminkakari/2/2/2896.html,2026-07-03,rewrite,,P0,大石浩之,作業中,life,bereavement,parent,住民生活課,遺族,家族が亡くなったとき、最初に必要になるのが死亡届と戸籍関連の手続きです。森町では住民生活課住民係が窓口となり、死亡診断書と一体になった死亡届を届出人が提出します。落ち着いて一つずつ進めましょう。,0538-85-6312,3,https://morimachi.enshu-lifehack.com/life/end-of-life/bereavement/,True,False,True,30603
/life/end-of-life/bereavement-procedures/,おくやみ手続きは、森町「お悔やみ」ページの一覧から家族で分担する | 森町ライフハック,おくやみ手続きは、森町「お悔やみ」ページの一覧から家族で分担する,end-of-life,property,家・土地,おくやみの手続きを家族で分担する,森町 お悔やみ 手続き 一覧,https://www.town.morimachi.shizuoka.jp/gyosei/lifeevent/okuyami/1830.html,2026-07-03,merge,/life/end-of-life/bereavement/,P0,大石浩之,作業中,life,bereavement-procedures,detail,住民生活課,遺族,森町には磐田市のような「おくやみコーナー」専用窓口の設置は確認できませんが、ライフイベント内の「お悔やみ」ページに死亡届・火葬場予約・葬祭費の案内がまとまっています。窓口が分かれているぶん、家族で分担して進めると負担が軽くなります。,0538-85-6312 / 0538-85-6313,2,https://morimachi.enshu-lifehack.com/life/end-of-life/bereavement-procedures/,True,False,True,30721
/life/end-of-life/grave-memorial/,お墓・供養は、改葬許可の手続きと墓地の確認先を分けて進める | 森町ライフハック,お墓・供養は、改葬許可の手続きと墓地の確認先を分けて進める,end-of-life,property,家・土地,お墓・供養・改葬の進め方を知る,森町 改葬許可 墓,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/seikatsukankyokakari/2/4437.html,2026-07-04,keep,,P2,大石浩之,作業中,life,grave-memorial,detail,住民生活課,遺族,お墓や供養に関する悩みは「今のお墓をどうするか」と「新しいお墓や納骨先をどう決めるか」の2つに分けると整理しやすくなります。森町では、お墓の引っ越し（改葬）に町の許可が必要で、窓口は住民生活課生活環境係です。,0538-85-2111 / 0538-85-6314,2,https://morimachi.enshu-lifehack.com/life/end-of-life/grave-memorial/,True,False,True,33266
/life/end-of-life/house-became-vacant/,相続後の空き家は、森町の空き家バンク・補助金制度を早めに確認する | 森町ライフハック,相続後の空き家は、森町の空き家バンク・補助金制度を早めに確認する,end-of-life,property,家・土地,相続後に空き家になった家の制度を確認する,相続後 空き家 補助,https://www.town.morimachi.shizuoka.jp/gyosei/kurashi_tetsuzuki/ijuteiju/akiyabank/index.html,2026-07-04,merge,/life/end-of-life/inherited-house/,P0,大石浩之,作業中,life,house-became-vacant,detail,定住推進課 / 税務課,相続人,相続によって実家が空き家になったとき、森町では空き家バンクへの登録や補助金制度を利用できます。あわせて、家屋を売却する際に譲渡所得の控除を受けられる証明書の制度もあるので、早めに窓口へ相談しておくと選択肢が広がります。,0538-85-6309 / 0538-85-6321,3,https://morimachi.enshu-lifehack.com/life/end-of-life/house-became-vacant/,True,False,True,32055
/life/end-of-life/,🕊️ 人生の終わり（森町版） | 森町ライフハック,🕊️ 人生の終わり（森町版）,end-of-life,property,家・土地,おくやみ・相続・空き家の手続きを一覧で把握する,森町 おくやみ 相続,https://www.town.morimachi.shizuoka.jp/gyosei/lifeevent/okuyami/1830.html,,keep,,P0,大石浩之,作業中,life,index,hub,住民生活課 / 税務課 / 定住推進課,遺族,ご家族が亡くなったあとは、死亡届の提出から始まり、相続や空き家など、時間差で複数の手続きが発生します。森町では窓口が住民生活課・税務課・定住推進課に分かれているため、まずは全体像をつかんでから一つずつ進めましょう。,0538-85-2111,2,https://morimachi.enshu-lifehack.com/life/end-of-life/,True,False,True,29797
/life/end-of-life/inheritance/,相続は、森町の固定資産税・戸籍手続きと家族で決めることを分けて進める | 森町ライフハック,相続は、森町の固定資産税・戸籍手続きと家族で決めることを分けて進める,end-of-life,property,家・土地,相続で何をいつまでにやるか整理する,森町 相続 手続き,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/zeimuka/shisanzeigakari/1/yousiki/544.html,2026-07-03,keep,,P0,大石浩之,作業中,life,inheritance,parent,税務課 / 住民生活課,相続人,相続の手続きは、役場で対応できるものと、家族で話し合って決めることが混ざっています。森町の役場で分かるのは固定資産税の相続人代表者指定届や戸籍関連の手続きまでで、遺産分割や相続税は別の場所で確認する必要があります。まずは分けて考えましょう。,0538-85-6309 / 0538-85-6312,2,https://morimachi.enshu-lifehack.com/life/end-of-life/inheritance/,True,False,True,31115
/life/end-of-life/inherited-house/,親の家は、森町の空き家バンク・補助金・確認書制度を使って一つずつ決める | 森町ライフハック,親の家は、森町の空き家バンク・補助金・確認書制度を使って一つずつ決める,end-of-life,property,家・土地,相続した親の家を使う・貸す・売る・解体するを決める,親の家 相続 どうする,https://www.town.morimachi.shizuoka.jp/gyosei/kurashi_tetsuzuki/ijuteiju/akiyabank/index.html,2026-07-04,rewrite,,P0,大石浩之,作業中,life,inherited-house,parent,定住推進課 / 税務課,相続人,親の家を相続したあと、片付ける・管理する・売却するといった判断は一度に決めなくても大丈夫です。森町では空き家バンクや補助金、税制の証明書といった制度が使えるので、まずは相談窓口を知っておき、一つずつ決めていきましょう。,0538-85-6309 / 0538-85-6321,3,https://morimachi.enshu-lifehack.com/life/end-of-life/inherited-house/,True,False,True,31452
/life/end-of-life/inherited-vacant-house/,相続した家は、森町の空き家バンク・補助金制度を使って使う・貸す・売るを整理する | 森町ライフハック,相続した家は、森町の空き家バンク・補助金制度を使って使う・貸す・売るを整理する,end-of-life,property,家・土地,相続した家の使い道を整理する,相続した家 空き家,https://www.town.morimachi.shizuoka.jp/gyosei/kurashi_tetsuzuki/ijuteiju/akiyabank/index.html,2026-07-03,merge,/life/end-of-life/inherited-house/,P0,大石浩之,作業中,life,inherited-vacant-house,detail,定住推進課,相続人,相続した実家を使うか、貸すか、売るか。すぐに答えを出せなくても構いません。森町では空き家バンクへの登録や補助金制度が用意されているので、まずは定住推進課に相談し、選択肢を整理することから始めましょう。,0538-85-6321,2,https://morimachi.enshu-lifehack.com/life/end-of-life/inherited-vacant-house/,True,False,True,30474
