url,path,http_status,final_url,redirected,title,h1,h1_count,description,canonical,robots_meta,indexable,incoming_links,outgoing_links,error,bytes
https://morimachi.enshu-lifehack.com/blog/20260709-farmland-inheritance/,/blog/20260709-farmland-inheritance/,200,https://morimachi.enshu-lifehack.com/blog/20260709-farmland-inheritance/,False,田んぼや畑を相続したら、登記だけで終わりではない | 静岡県森町ライフハック,田んぼや畑を相続したら、登記だけで終わりではない,1,静岡県周智郡森町で農地を相続した場合は、相続登記とは別に農業委員会への届出確認が必要です。耕作できない場合も含め、最初の相談順を整理します。,https://morimachi.enshu-lifehack.com/blog/20260709-farmland-inheritance/,,True,2,9,,30526
https://morimachi.enshu-lifehack.com/blog/20260710-center-and-outskirts/,/blog/20260710-center-and-outskirts/,200,https://morimachi.enshu-lifehack.com/blog/20260710-center-and-outskirts/,False,静岡県森町の中心部だけ見て、町全体を知ったつもりにならない | 森町ライフハック,森町の中心部だけ見て、町全体を知ったつもりにならない,1,役場や文化会館のある中心部と、山あいを含む各地区では移動条件が違います。静岡県周智郡森町で暮らす場所を比べるときの見方を整理します。,https://morimachi.enshu-lifehack.com/blog/20260710-center-and-outskirts/,,True,2,9,,30207
https://morimachi.enshu-lifehack.com/blog/20260711-three-bugaku/,/blog/20260711-three-bugaku/,200,https://morimachi.enshu-lifehack.com/blog/20260711-three-bugaku/,False,静岡県森町の三社に伝わる舞楽は、三つの舞をひと括りにしない方が面白い | 森町ライフハック,森町の三社に伝わる舞楽は、三つの舞をひと括りにしない方が面白い,1,小國神社、天宮神社、山名神社に伝わる舞は国の重要無形民俗文化財です。それぞれの成り立ちと見方の違いを町史資料からたどります。,https://morimachi.enshu-lifehack.com/blog/20260711-three-bugaku/,,True,2,9,,30037
https://morimachi.enshu-lifehack.com/blog/20260712-vacant-house-bank-buyer/,/blog/20260712-vacant-house-bank-buyer/,200,https://morimachi.enshu-lifehack.com/blog/20260712-vacant-house-bank-buyer/,False,空き家バンクで静岡県森町へ移住するとき、価格より先に確認したいこと | 森町ライフハック,空き家バンクで森町へ移住するとき、価格より先に確認したいこと,1,空き家バンクの物件は一軒ごとに水道、下水、家財、修繕、農地の条件が違います。内覧前後に確認したい項目を整理します。,https://morimachi.enshu-lifehack.com/blog/20260712-vacant-house-bank-buyer/,,True,3,9,,30745
https://morimachi.enshu-lifehack.com/blog/20260713-resident-certificate/,/blog/20260713-resident-certificate/,200,https://morimachi.enshu-lifehack.com/blog/20260713-resident-certificate/,False,静岡県森町の住民票は、窓口へ行く前に「何を載せるか」を決める | 森町ライフハック,森町の住民票は、窓口へ行く前に「何を載せるか」を決める,1,住民票は提出先によって世帯主・続柄、本籍、マイナンバーなど必要な記載が違います。受取方法より先に確認したいことを整理します。,https://morimachi.enshu-lifehack.com/blog/20260713-resident-certificate/,,True,2,9,,30559
https://morimachi.enshu-lifehack.com/blog/20260714-clean-parents-house/,/blog/20260714-clean-parents-house/,200,https://morimachi.enshu-lifehack.com/blog/20260714-clean-parents-house/,False,実家の片付けは、捨て始める前に「残す理由」を分ける | 静岡県森町ライフハック,実家の片付けは、捨て始める前に「残す理由」を分ける,1,静岡県周智郡森町で親の家を片付けるときは、ごみ分別だけでなく相続、空き家管理、売却資料の保全が関わります。失くして困る物から整理します。,https://morimachi.enshu-lifehack.com/blog/20260714-clean-parents-house/,,True,3,9,,30672
https://morimachi.enshu-lifehack.com/blog/20260715-oguni-amemiya-bugaku/,/blog/20260715-oguni-amemiya-bugaku/,200,https://morimachi.enshu-lifehack.com/blog/20260715-oguni-amemiya-bugaku/,False,小國神社と天宮神社の十二段舞楽、演目の外側にも目を向ける | 静岡県森町ライフハック,小國神社と天宮神社の十二段舞楽、演目の外側にも目を向ける,1,静岡県周智郡森町の十二段舞楽は、舞だけでなく練習場所や浜垢離など周辺の営みも含めて受け継がれています。町史資料から見どころを整理します。,https://morimachi.enshu-lifehack.com/blog/20260715-oguni-amemiya-bugaku/,,True,2,9,,30534
https://morimachi.enshu-lifehack.com/blog/20260716-mori-tea-history/,/blog/20260716-mori-tea-history/,200,https://morimachi.enshu-lifehack.com/blog/20260716-mori-tea-history/,False,「森の茶」は商品名だけでなく、町の歴史そのものだった | 静岡県森町ライフハック,「森の茶」は商品名だけでなく、町の歴史そのものだった,1,古くから茶産地として栄えた静岡県周智郡森町では、茶の歴史をまとめた『遠州森の茶業史』が刊行されています。土地と産業を一緒に見る意味を考えます。,https://morimachi.enshu-lifehack.com/blog/20260716-mori-tea-history/,,True,2,9,,30427
https://morimachi.enshu-lifehack.com/blog/20260717-mikura-amagata-travel/,/blog/20260717-mikura-amagata-travel/,200,https://morimachi.enshu-lifehack.com/blog/20260717-mikura-amagata-travel/,False,三倉・天方で暮らすなら、距離より「移動の代替」を見る | 静岡県森町ライフハック,三倉・天方で暮らすなら、距離より「移動の代替」を見る,1,静岡県周智郡森町の山あいを含む地域で暮らすときは、自家用車だけでなく、通院や買い物の代替手段を確認する必要があります。考え方を整理します。,https://morimachi.enshu-lifehack.com/blog/20260717-mikura-amagata-travel/,,True,2,9,,30258
https://morimachi.enshu-lifehack.com/blog/20260718-yamana-dance/,/blog/20260718-yamana-dance/,200,https://morimachi.enshu-lifehack.com/blog/20260718-yamana-dance/,False,山名神社祇園祭のお舞に、応仁の乱以前の面影が残る | 静岡県森町ライフハック,山名神社祇園祭のお舞に、応仁の乱以前の面影が残る,1,静岡県周智郡森町飯田の山名神社に伝わるお舞は、十二段舞楽とは異なる風流舞の系統です。八段の演目と地域で伝わった背景を町史から読みます。,https://morimachi.enshu-lifehack.com/blog/20260718-yamana-dance/,,True,4,9,,30199
https://morimachi.enshu-lifehack.com/blog/20260719-population-by-district/,/blog/20260719-population-by-district/,200,https://morimachi.enshu-lifehack.com/blog/20260719-population-by-district/,False,人口データは、静岡県森町の地区を比べるための入口であって結論ではない | 森町ライフハック,人口データは、森町の地区を比べるための入口であって結論ではない,1,静岡県周智郡森町の六地区は人口規模が異なります。公表資料の時点を確かめ、数字だけで地域の将来や暮らしやすさを決めない読み方を考えます。,https://morimachi.enshu-lifehack.com/blog/20260719-population-by-district/,,True,3,9,,30587
https://morimachi.enshu-lifehack.com/blog/20260720-care-first-consultation/,/blog/20260720-care-first-consultation/,200,https://morimachi.enshu-lifehack.com/blog/20260720-care-first-consultation/,False,親の介護が始まったら、施設探しより先に相談先を一つ決める | 静岡県森町ライフハック,親の介護が始まったら、施設探しより先に相談先を一つ決める,1,介護は家族だけで制度を調べ切ろうとすると疲れます。静岡県周智郡森町の地域包括支援センターを入口に、困りごとを整理する順番を考えます。,https://morimachi.enshu-lifehack.com/blog/20260720-care-first-consultation/,,True,4,9,,30777
https://morimachi.enshu-lifehack.com/blog/20260721-inherited-home-deduction/,/blog/20260721-inherited-home-deduction/,200,https://morimachi.enshu-lifehack.com/blog/20260721-inherited-home-deduction/,False,"相続した実家を売る前に、3,000万円控除の確認書を調べる | 静岡県森町ライフハック","相続した実家を売る前に、3,000万円控除の確認書を調べる",1,被相続人が住んでいた家を売る場合、要件を満たせば譲渡所得の特例対象になる可能性があります。契約前に確認したい役場書類を整理します。,https://morimachi.enshu-lifehack.com/blog/20260721-inherited-home-deduction/,,True,4,9,,30795
https://morimachi.enshu-lifehack.com/blog/20260722-temple-architecture/,/blog/20260722-temple-architecture/,200,https://morimachi.enshu-lifehack.com/blog/20260722-temple-architecture/,False,静岡県森町の寺院は、宗派の数から地域史が見えてくる | 森町ライフハック,森町の寺院は、宗派の数から地域史が見えてくる,1,静岡県周智郡森町の町史資料では曹洞宗寺院が多く、最古級の本堂や文化財の山門も紹介されています。寺院を一覧と建築の両方から見る方法を考えます。,https://morimachi.enshu-lifehack.com/blog/20260722-temple-architecture/,,True,2,9,,30131
https://morimachi.enshu-lifehack.com/blog/20260723-farmland-conversion/,/blog/20260723-farmland-conversion/,200,https://morimachi.enshu-lifehack.com/blog/20260723-farmland-conversion/,False,農地を駐車場や宅地にしたい——先に工事を始めてはいけない | 静岡県森町ライフハック,農地を駐車場や宅地にしたい——先に工事を始めてはいけない,1,静岡県周智郡森町で農地を宅地や駐車場などへ変える場合は、農地転用の許可確認が必要です。4条・5条の違いと相談の順番を整理します。,https://morimachi.enshu-lifehack.com/blog/20260723-farmland-conversion/,,True,3,9,,30402
https://morimachi.enshu-lifehack.com/blog/20260724-three-eastern-districts/,/blog/20260724-three-eastern-districts/,200,https://morimachi.enshu-lifehack.com/blog/20260724-three-eastern-districts/,False,一宮・園田・飯田を、地図の近さだけで同じ暮らしと考えない | 静岡県森町ライフハック,一宮・園田・飯田を、地図の近さだけで同じ暮らしと考えない,1,静岡県周智郡森町の六地区のうち一宮、園田、飯田にもそれぞれの生活動線があります。物件比較で地区名と実際の行き先を重ねる方法を考えます。,https://morimachi.enshu-lifehack.com/blog/20260724-three-eastern-districts/,,True,3,9,,29967
https://morimachi.enshu-lifehack.com/blog/20260725-supporting-festivals/,/blog/20260725-supporting-festivals/,200,https://morimachi.enshu-lifehack.com/blog/20260725-supporting-festivals/,False,祭礼を残すのは、当日の人出だけではない | 静岡県森町ライフハック,祭礼を残すのは、当日の人出だけではない,1,静岡県周智郡森町の祭りや舞楽は、準備、練習、片付けを担う人によって続いています。訪れる側と住む側が無理なく支える方法を考えます。,https://morimachi.enshu-lifehack.com/blog/20260725-supporting-festivals/,,True,3,9,,30342
https://morimachi.enshu-lifehack.com/blog/20260726-dual-location/,/blog/20260726-dual-location/,200,https://morimachi.enshu-lifehack.com/blog/20260726-dual-location/,False,静岡県森町の二地域居住——移住か現状維持かの二択をやめる | 森町ライフハック,森町の二地域居住——移住か現状維持かの二択をやめる,1,静岡県周智郡森町は二地域居住を、観光と完全移住の中間にある暮らし方として案内しています。家を買う前に試せる関わり方を考えます。,https://morimachi.enshu-lifehack.com/blog/20260726-dual-location/,,True,3,9,,30399
https://morimachi.enshu-lifehack.com/blog/20260727-bereavement-order/,/blog/20260727-bereavement-order/,200,https://morimachi.enshu-lifehack.com/blog/20260727-bereavement-order/,False,家族が亡くなった後の手続きは、期限と窓口を一枚にまとめる | 静岡県森町ライフハック,家族が亡くなった後の手続きは、期限と窓口を一枚にまとめる,1,死亡後は役場、年金、保険、相続、家の管理などが重なります。静岡県周智郡森町の案内を入口に、家族が抱え込まない整理方法を考えます。,https://morimachi.enshu-lifehack.com/blog/20260727-bereavement-order/,,True,2,9,,30545
https://morimachi.enshu-lifehack.com/blog/20260728-before-selling-house/,/blog/20260728-before-selling-house/,200,https://morimachi.enshu-lifehack.com/blog/20260728-before-selling-house/,False,静岡県森町で家を売る前に、価格より境界・接道・名義を確認する | 森町ライフハック,森町で家を売る前に、価格より境界・接道・名義を確認する,1,売却査定の金額は、物件情報が正しくそろって初めて比較できます。静岡県周智郡森町の空き家バンク確認票から、先に整理したい項目を読み解きます。,https://morimachi.enshu-lifehack.com/blog/20260728-before-selling-house/,,True,3,9,,30574
https://morimachi.enshu-lifehack.com/blog/20260729-suzuki-tozaburo/,/blog/20260729-suzuki-tozaburo/,200,https://morimachi.enshu-lifehack.com/blog/20260729-suzuki-tozaburo/,False,鈴木藤三郎——静岡県森町から製糖業を変えた発明家 | 森町ライフハック,鈴木藤三郎——森町から製糖業を変えた発明家,1,静岡県周智郡森町本町出身の鈴木藤三郎は、氷砂糖の製法を発明し、精製糖事業や台湾製糖に関わりました。その歩みから地域の産業を見る視点を考えます。,https://morimachi.enshu-lifehack.com/blog/20260729-suzuki-tozaburo/,,True,2,9,,30044
https://morimachi.enshu-lifehack.com/blog/20260730-forest-inheritance/,/blog/20260730-forest-inheritance/,200,https://morimachi.enshu-lifehack.com/blog/20260730-forest-inheritance/,False,山林を相続したら、場所が分からなくても90日届出を確認する | 静岡県森町ライフハック,山林を相続したら、場所が分からなくても90日届出を確認する,1,静岡県周智郡森町で森林の土地を相続・売買で取得した場合、対象となる民有林では所有者届出が必要です。地番と現地が一致しないときの確認順を整理します。,https://morimachi.enshu-lifehack.com/blog/20260730-forest-inheritance/,,True,2,9,,30888
https://morimachi.enshu-lifehack.com/blog/20260731-home-location-check/,/blog/20260731-home-location-check/,200,https://morimachi.enshu-lifehack.com/blog/20260731-home-location-check/,False,静岡県森町の住所選びは、地区名より通勤・買い物・災害地図を重ねる | 森町ライフハック,森町の住所選びは、地区名より通勤・買い物・災害地図を重ねる,1,住む場所を比べるときは、便利さと安全を別々に見ず、一日の移動とハザードマップを同じ地図に重ねることが大切です。,https://morimachi.enshu-lifehack.com/blog/20260731-home-location-check/,,True,5,9,,30528
https://morimachi.enshu-lifehack.com/blog/20260801-event-traffic-manners/,/blog/20260801-event-traffic-manners/,200,https://morimachi.enshu-lifehack.com/blog/20260801-event-traffic-manners/,False,静岡県森町の祭りへ行く前に、駐車場と交通案内を確認する | 森町ライフハック,森町の祭りへ行く前に、駐車場と交通案内を確認する,1,祭りや催しの日は普段と道路の使われ方が変わります。地域の暮らしを妨げず楽しむために、出発前に見る情報を整理します。,https://morimachi.enshu-lifehack.com/blog/20260801-event-traffic-manners/,,True,5,9,,29935
https://morimachi.enshu-lifehack.com/blog/20260802-parenting-migration/,/blog/20260802-parenting-migration/,200,https://morimachi.enshu-lifehack.com/blog/20260802-parenting-migration/,False,子育て移住は、支援制度の数より「困った日の相談先」で比べる | 静岡県森町ライフハック,子育て移住は、支援制度の数より「困った日の相談先」で比べる,1,静岡県周智郡森町への子育て移住を考えるなら、手当だけでなく、相談、遊び場、保育、学校、送迎を一日の流れで確認することが大切です。,https://morimachi.enshu-lifehack.com/blog/20260802-parenting-migration/,,True,3,9,,30652
https://morimachi.enshu-lifehack.com/blog/20260803-mynumber-support/,/blog/20260803-mynumber-support/,200,https://morimachi.enshu-lifehack.com/blog/20260803-mynumber-support/,False,マイナンバーカード申請は、出張申請を使える場合がある | 静岡県森町ライフハック,マイナンバーカード申請は、出張申請を使える場合がある,1,静岡県周智郡森町では事業所や地域団体などを対象に出張申請の案内があります。窓口へ行きにくい人が確認したい条件と受取方法を整理します。,https://morimachi.enshu-lifehack.com/blog/20260803-mynumber-support/,,True,4,9,,30666
https://morimachi.enshu-lifehack.com/blog/20260804-gomi-bunbetsu-kaitei/,/blog/20260804-gomi-bunbetsu-kaitei/,200,https://morimachi.enshu-lifehack.com/blog/20260804-gomi-bunbetsu-kaitei/,False,静岡県森町のごみ分別ルール、いま実際どうなっているのか | 森町ライフハック,森町のごみ分別ルール、いま実際どうなっているのか,1,静岡県周智郡森町のごみ分別は、手元の古い表や人づての記憶だけで判断せず、町公式の分別表、収集カレンダー、品目検索を組み合わせて確認することが大切です。迷ったときの順番を生活者の目線で整理します。,https://morimachi.enshu-lifehack.com/blog/20260804-gomi-bunbetsu-kaitei/,,True,2,9,,31366
https://morimachi.enshu-lifehack.com/blog/20260805-bugaku-shaji-rinchi/,/blog/20260805-bugaku-shaji-rinchi/,200,https://morimachi.enshu-lifehack.com/blog/20260805-bugaku-shaji-rinchi/,False,静岡県森町・国指定の舞楽が三件ある町で、社寺の隣に土地を持つということ | 森町ライフハック,国指定の舞楽が三件ある町で、社寺の隣に土地を持つということ,1,静岡県周智郡森町では、小國神社・天宮神社・山名神社の舞楽が昭和57年1月14日に国の重要無形民俗文化財となりました。社寺の隣に土地や実家を持つ人が、埋蔵文化財の照会、景観条例の届出、土地利用事業の承認をどの順番で確認すればよいかを、町公式ページの記載から整理しました。,https://morimachi.enshu-lifehack.com/blog/20260805-bugaku-shaji-rinchi/,,True,3,11,,37916
https://morimachi.enshu-lifehack.com/blog/20260805-cultural-assets/,/blog/20260805-cultural-assets/,200,https://morimachi.enshu-lifehack.com/blog/20260805-cultural-assets/,False,友田家住宅、次郎柿原木、三つの舞楽——静岡県森町の文化財を暮らしにつなぐ | 森町ライフハック,友田家住宅、次郎柿原木、三つの舞楽——森町の文化財を暮らしにつなぐ,1,静岡県周智郡森町の文化財は有名寺社だけではありません。住宅、果樹、祭礼、街並みを一つの一覧で見ると、地域の暮らしが文化として残る意味が見えてきます。,https://morimachi.enshu-lifehack.com/blog/20260805-cultural-assets/,,True,3,9,,30697
https://morimachi.enshu-lifehack.com/blog/20260806-cadastral-survey-boundary/,/blog/20260806-cadastral-survey-boundary/,200,https://morimachi.enshu-lifehack.com/blog/20260806-cadastral-survey-boundary/,False,静岡県森町・畑と山の境界は、現地に立つ前に地籍調査の成果で確かめられる | 森町ライフハック,畑と山の境界は、現地に立つ前に地籍調査の成果で確かめられる,1,静岡県周智郡森町で畑と山林の境が分からなくなった方へ。町の地籍調査の成果（座標面積計算書・多角点配点図）は建設課用地係で閲覧・交付を申請でき、コピー代は1枚10円。実施済み地区、分筆後は反映されないこと、町は杭を復元しないことまで、現地に立つ前に確かめる順番を整理しました。,https://morimachi.enshu-lifehack.com/blog/20260806-cadastral-survey-boundary/,,True,3,10,,42343
https://morimachi.enshu-lifehack.com/blog/20260806-electric-fence-subsidy/,/blog/20260806-electric-fence-subsidy/,200,https://morimachi.enshu-lifehack.com/blog/20260806-electric-fence-subsidy/,False,静岡県森町・使っていない畑ほど獣の通り道になる。電気柵補助を夏のうちに確かめる | 森町ライフハック,使っていない畑ほど、獣の通り道になる——森町の電気柵補助を夏のうちに確かめる,1,静岡県周智郡森町で畑を使わなくなった方へ。町の有害鳥獣被害防止対策事業費補助金（電気柵等）は補助対象経費の3分の2・最高6万円で、購入後の申請はできません。町の鳥獣被害防止計画に載る被害額と捕獲計画もあわせて、夏のうちに確かめる順番を整理しました。,https://morimachi.enshu-lifehack.com/blog/20260806-electric-fence-subsidy/,,True,2,10,,42001
https://morimachi.enshu-lifehack.com/blog/20260806-tea-garden-conditions/,/blog/20260806-tea-garden-conditions/,200,https://morimachi.enshu-lifehack.com/blog/20260806-tea-garden-conditions/,False,静岡県森町・茶園を引き継いだら、摘採より先に「続ける条件」を数える | 森町ライフハック,森町で茶園を引き継いだら、摘採より先に「続ける条件」を数える,1,静岡県周智郡森町で茶園を相続した方へ。摘む・摘まないを決める前に、相続の届出（10か月以内）、地域計画の目標地図、農地法第3条の許可要件、転用の申請締切（毎月25日）といった「続ける条件」を、町公式ページの記載から数える順番に整理しました。,https://morimachi.enshu-lifehack.com/blog/20260806-tea-garden-conditions/,,True,2,10,,40940
https://morimachi.enshu-lifehack.com/blog/20260807-obon-three-days-walk/,/blog/20260807-obon-three-days-walk/,200,https://morimachi.enshu-lifehack.com/blog/20260807-obon-three-days-walk/,False,静岡県森町・お盆に実家へ戻る三日間で、親の生活圏を一緒に歩いて確かめる | 森町ライフハック,お盆に実家へ戻る三日間で、親の生活圏を一緒に歩いて確かめる,1,静岡県周智郡森町の実家へお盆に帰る三日間で、片付けや相続の話を切り出す前にできることがあります。森町地域包括支援センターの受付は月曜から金曜の8時30分から17時15分、公立森町病院の救急受診は休日6時から22時で深夜は原則受け付けられません。ハザードマップは6地区ごとに分かれています。親の生活圏を一緒に歩いて確かめる三日間の組み立てを整理しました。,https://morimachi.enshu-lifehack.com/blog/20260807-obon-three-days-walk/,,True,4,10,,43168
https://morimachi.enshu-lifehack.com/blog/20260807-smart-ic-livability/,/blog/20260807-smart-ic-livability/,200,https://morimachi.enshu-lifehack.com/blog/20260807-smart-ic-livability/,False,静岡県森町・「遠州森町スマートICが近い」は、暮らしやすさと同じ意味ではない | 森町ライフハック,「遠州森町スマートICが近い」は、暮らしやすさと同じ意味ではない,1,"静岡県周智郡森町の遠州森町スマートICは平成26年3月29日15時に開通したETC専用の24時間フル方向IC。役場までは車で約8分（約3.6km）です。ただしICへの近さが測っているのは「町の外へ出る速さ」であって、買い物・通院・通学・移動手段の選択肢とは別の指標です。土地利用事業（1,000平方メートル以上）や開発許可の要件まで含めて、立地の見方を整理しました。",https://morimachi.enshu-lifehack.com/blog/20260807-smart-ic-livability/,,True,2,11,,44293
https://morimachi.enshu-lifehack.com/blog/20260807-tenhama-station-frequency/,/blog/20260807-tenhama-station-frequency/,200,https://morimachi.enshu-lifehack.com/blog/20260807-tenhama-station-frequency/,False,静岡県森町・「天浜線の駅が近い」は、本数と接続を見てから使う言葉 | 森町ライフハック,「天浜線の駅が近い」は、本数と接続を見てから使う言葉,1,静岡県周智郡森町には天竜浜名湖線の駅が戸綿・遠州森・森町病院前・円田・遠江一宮の5つあります。2026年3月14日改正の公式時刻表では遠州森駅の掛川方面が28本、遠江一宮駅と森町病院前駅は26本で、10時台に上りが1本もない駅もあります。遠州森駅から掛川駅までは23分から29分、運賃530円。駅までの徒歩分数ではなく、本数と接続で立地を確かめる手順を整理しました。,https://morimachi.enshu-lifehack.com/blog/20260807-tenhama-station-frequency/,,True,4,9,,41402
https://morimachi.enshu-lifehack.com/blog/20260807-water-supply-routes/,/blog/20260807-water-supply-routes/,200,https://morimachi.enshu-lifehack.com/blog/20260807-water-supply-routes/,False,静岡県森町・同じ森町でも、蛇口に水が届く経路は一つではない | 森町ライフハック,同じ森町でも、蛇口に水が届く経路は一つではない,1,"静岡県周智郡森町の水道は、上水道と公営簡易水道で条例が分かれ、検針月も地区で二系統に分かれています。上水道料金は令和5年4月1日以降の表で口径13ミリなら基本水量8立方メートル・基本料金1,100円。貯水槽を経由する建物では管理義務が設置者に生じます。家を買う・引き継ぐ前に、その家の水がどの経路で来ているかを確かめる順番を整理しました。",https://morimachi.enshu-lifehack.com/blog/20260807-water-supply-routes/,,True,3,11,,43588
https://morimachi.enshu-lifehack.com/blog/20260808-hanabi-river-area/,/blog/20260808-hanabi-river-area/,200,https://morimachi.enshu-lifehack.com/blog/20260808-hanabi-river-area/,False,静岡県森町・森町納涼花火大会の会場は「川の中」——太田川河川敷が一年の大半で何であるか | 森町ライフハック,森町納涼花火大会の会場は「川の中」——太田川河川敷が一年の大半で何であるか,1,静岡県周智郡森町の納涼花火大会は太田川親水公園で開かれます。主催の森町商工会は令和8年8月15日（土）午後7時30分から8時30分、小雨決行・荒天中止で延期なしと案内しています。会場である河川敷は、一年の大半は川が水を流すための土地です。森町防災ハザードマップの河川氾濫区域、静岡県が令和7年3月31日に指定した太田川の洪水浸水想定区域図、河川法の占用許可から、川沿いの土地の見方を整理しました。,https://morimachi.enshu-lifehack.com/blog/20260808-hanabi-river-area/,,True,2,10,,43487
